Timestamp,Open,High,Low,Close,Volume,cci,roc,aroondown,aroonup,adx,di_plus,di_minus,mfi,rsi,slowk,slowd,fastk,fastd,macd,macdema,macdhist,upperband,middleband,lowerband,wma5,wma30,ema5,ema21,dema21,dema5,trima5,trima30,chaikin,score_twitter,volume_gg,volume_twitter,volume_wiki,average_block_utilization,block_gas_limit,block_mining_reward,block_size,blocks_per_day,difficulty,distinct_miners,fee_mining_reward,hashrate,market_cap,mining_revenue,mining_reward,new_accounts,total_ether_supply,total_gas_usage,transactions_per_day
1440115200,1.4410014,1.72999367,1.44,1.5,304.20099009,,,,,,,,,,61.1934254413901,40.5190319225058,64.4736926939069,61.1934254413901,,,,1.89753472053944,1.41199999,0.926465259460561,1.45733332,,1.46977959625118,,,1.49316736797163,1.49316736797163,,859.208629611893,0.053458767250929,48,21,540,0.665522787272136,3141592.4384827,2.54928125E+022,667.585298742138,5088,4414971682283.6,261,7.85504172470532E+018,277264309584.153,104634080.82,138.662856816105,2.66987925417247E+022,320,6.52565625E+023,106379973,3919
1440201600,1.33000064,1.33000064,1.33000064,1.33000064,0.58942723,,,,,,,,,,67.8850215466607,56.260213843824,44.4445364197595,67.8850215466607,,,,1.84941144144979,1.374000118,0.898588794550212,1.43000020333333,,1.42318661083412,,,1.40771646836971,1.40771646836971,,859.208629611893,0.046442999723975,52,8,379,0.547994131980039,3141593.05444887,2.640546875E+022,648.037753746917,5271,4828424680037.27,253,4.25471718295825E+019,312618144214.45,101039248.165313,122.687351457863,2.75930159218296E+022,277,6.8011609375E+023,90744195,3579
1440288000,1.34,1.49999999,1.33000259,1.49999999,65.09798216,,,14.2857142857143,42.8571428571429,,22.9445469405093,34.9498831105298,63.5047007043513,51.0917031721363,57.7531059407593,62.2771843096034,64.3410887086115,57.7531059407593,,,,1.779089408396,1.472000116,1.164910823604,1.47200016066667,,1.44879107055608,,,1.45554728206112,1.45554728206112,,924.306611771893,0.0186875,51,4,414,0.74800810802623,3141595.81029324,2.5115E+022,680.592260123679,5013,5138357693190.28,266,8.0497676729018E+018,317162749742.868,98167088.9953125,111.791062995587,2.62636747676729E+022,370,7.0637171875E+023,117802449,4190
1440374400,1.33002077,1.39999999,1.2399999,1.3,148.95030874,,,7.14285714285714,35.7142857142857,,21.9475654831905,34.9353929899752,59.7585945793628,48.7969196653113,40.3435140820789,55.3272138564996,12.2449171178656,40.3435140820789,,,,1.779089408396,1.472000116,1.164910823604,1.41466678866667,,1.39919404703739,,,1.37063350569495,1.37063350569495,,887.069157936299,0.156621642325913,43,10,529,0.599587110419209,3141594.4992284,2.597890625E+022,672.547453703704,5184,5178958204200.04,267,8.87628541979861E+018,333335492749.496,90202182.42,101.712167115069,2.73421575354198E+022,192,7.33705E+023,97648912,4432
1440460800,1.05100001,1.39999998,1.05,1.05,27.4856816,,,0,28.5714285714286,,20.6469675085563,36.0820785109547,63.6315903037485,46.0147529401659,25.5286686088257,41.208429543888,0,25.5286686088257,,,,1.66696234624918,1.336000126,1.00503790575082,1.27400008333333,,1.28279603135826,,,1.18615699334388,1.18615699334388,,859.583476336298,0.026326164260416,46,9,608,0.714932821709025,3141593.34255444,2.553734375E+022,679.72984108299,5097,5172576754356.34,257,8.25975582511054E+018,325201816315.551,85141404.9646875,96.2199226201525,2.67443535058251E+022,268,7.6044109375E+023,114480057,4487
1440547200,1.09999999,1.14,1.00000001,1.00000001,81.68450131,,,0,21.4285714285714,,20.1330297527929,36.0729234152078,54.9481476255231,45.4565376988387,4.08163903928854,23.317940576731,0,4.08163903928854,,,,1.60793572492004,1.236000128,0.86406453107996,1.16200004466667,,1.18853069090551,,,1.06126110526075,1.06126110526075,,777.898975026298,0.083356357761528,45,5,572,0.633128040757151,3141593.22206676,2.506234375E+022,668.652408554867,5003,5586891038976.2,229,7.44772927855698E+018,343102359407.497,84444020.6925,88.3954373509343,2.61454164792786E+022,223,7.865790625E+023,99511209,4156
1440633600,1.27,1.27,1.27,1.27,0.00190952,,,92.8571428571429,14.2857142857143,,21.5101633449139,34.2996940203539,40.7441218968688,49.0508828040276,18.0000000533333,15.8701025671492,54.00000016,18.0000000533333,,,,1.58678918396226,1.224,0.861210816037739,1.17333333533333,,1.21568712727034,,,1.14894502775039,1.14894502775039,,777.898975026298,-0.011493973679749,50,4,519,0.999875317682313,3141600.21941376,2.35815625E+022,707.929056924384,4708,5925338021264.86,218,8.67096304288794E+018,341118418029.762,82287845.68375,81.2969187457328,2.45414834630429E+022,229,8.11111875E+023,147888097,5590
1440720000,1.1,1.1,1.06000001,1.06000001,1.00568924,-99.6316291671846,,85.7142857142857,7.14285714285714,,20.6595265655365,36.897865674678,39.1398867064112,46.4850375208619,23.0000003033334,15.0272131319851,15.0000007500001,23.0000003033334,,,,1.3834186706523,1.136000004,0.888581337347701,1.118666672,,1.16379142151356,,,1.08469955132907,1.08469955132907,,776.893285786298,0.036954450073318,41,12,433,0.765526963098824,3141596.14055448,2.330515625E+022,690.880077369439,4653,6250706008786.42,197,9.92514837050521E+018,355219519712.284,94698925.790625,88.6933405106796,2.42350813983705E+022,195,8.3533703125E+023,111903559,4758
1440806400,1.06000001,1.06000001,1.06000001,1.06000001,0,-93.0749408242938,,78.5714285714286,0,,20.6595265655365,36.897865674678,40.2316637035737,46.4850375208619,28.0000006783334,23.000000345,15.0000011250001,28.0000006783334,,,,1.27536061470952,1.088000006,0.900639397290485,1.09333334066667,,1.12919428434237,1.37238098285714,,1.05340161277192,1.05340161277192,,776.893285786298,0.091902480292336,36,11,375,0.728734414148992,3141593.3046893,2.168125E+022,682.036498036498,4329,6657465771943.19,198,5.50745152606155E+018,351443303076.77,85984065.986875,75.6480449621579,2.25305074515261E+022,134,8.5786203125E+023,99107570,4139
1440892800,1.23,1.27,1.23,1.27,1803.09981041,-31.0974321930526,-9.28571493367347,71.4285714285714,0,,24.1388073698036,35.2798007677881,77.2404142697887,49.5459375436387,43.3333339583334,31.44444498,100,43.3333339583334,,,,1.36157351401867,1.132000006,0.902426497981328,1.15400000533333,,1.17612952289491,1.36307362077922,,1.15689123421631,1.15689123421631,,2579.9930961963,0.039601183321006,41,3,351,0.786340820520056,3141593.85511432,2.080296875E+022,688.936462093863,4155,6781030241255.45,183,5.63417374243262E+018,340150290111.124,96213884.085,83.2754864036309,2.14592279237424E+022,211,8.79315625E+023,102643603,4572
1440979200,1.28,1.3,1.28,1.3,263.85196884,-27.0916403533105,-7.14285780612245,64.2857142857143,0,,24.6471784959563,35.0433790688281,78.8510889958112,49.9860380243793,71.6666670416667,47.6666672261112,100,71.6666670416667,,,,1.40866563527548,1.192000004,0.975334372724523,1.21000000333333,,1.21741968192994,1.35733965525384,,1.23212092883423,1.23212092883423,,2843.8450650363,-0.006108427907729,47,10,532,0.996477754133776,3141593.46069869,2.06384375E+022,730.651382823872,4122,7213546656840.64,183,7.42453381437899E+018,359341490868.543,98429309.4093751,80.024613011274,2.13008620338144E+022,169,9.006090625E+023,129040364,5196
1441065600,1.18000001,1.39099999,1.18000001,1.2500005,171.11728546,-34.3792317460159,13.6364090909091,57.1428571428571,14.2857142857143,,23.4565632632879,35.639961797212,76.899822751105,49.2155128934813,85.8006547311573,66.9335519103858,57.4019641934721,85.8006547311573,,,,1.39943341619124,1.188000104,0.976566791808765,1.229333502,,1.22827995461996,1.34758155023076,,1.24532096768283,1.24532096768283,,2786.26612047728,0.102813714063861,50,9,500,1.13313227904121,3141600.34230574,1.971671875E+022,741.282630777044,3938,7641719559416.72,181,7.8437698558944E+018,363512354041.698,98456772.4171875,75.5781656285992,2.03508125198559E+022,203,9.2095203125E+023,140186844,5153
1441152000,1.26000045,1.26000132,1.26000045,1.26000132,38.9642,-34.0239956160505,-8.69555652173912,50,7.14285714285714,,23.3988684251111,35.5523001135527,75.5802778986331,49.3835805505148,72.6084414466329,76.6919210731523,60.4233601464266,72.6084414466329,,,,1.39930151163849,1.228000366,1.05669922036151,1.25333390733333,,1.23885374307997,1.33961971111887,,1.2572636107619,1.2572636107619,,2825.23032047728,0.105763744622049,47,15,480,1.24020057257991,3141595.80654179,1.790609375E+022,766.281520827509,3577,8283302717777.77,172,8.15373533105101E+018,355779356315.663,94104635.53875,66.699181205507,1.8395497485331E+022,160,9.39339375E+023,139367393,5195
1441238400,1.26000001,1.37339966,1.2194,1.37,191.88244354,6.26914572448893,-35.981308411215,42.8571428571429,0,,25.3676559465752,34.1589941795767,73.6763999911638,51.2929139499528,69.2909071669298,75.9000011149067,90.0473971608907,69.2909071669298,,,,1.37671774773052,1.290000364,1.20328298026948,1.30066711866667,,1.28256916205332,1.34238155556261,,1.32398601982349,1.32398601982349,,3008.64086131301,0.068113720099779,47,8,544,1.18859205819965,3141598.040201,1.69346875E+022,755.390481820869,3383,8350014245861.75,149,6.97002567409968E+018,339122685054.732,91938055.62375,64.6042404353263,1.73879075256741E+022,154,9.567203125E+023,126323875,4777
1441324800,1.21940001,1.21940001,1.21939998,1.21939998,15.38618577,-42.4053813232481,-43.2837218604651,35.7142857142857,0,,24.3621506586355,32.8050245421266,83.1004160824109,48.5904287765461,56.3812435470828,66.0935307202152,18.672973333931,56.3812435470828,,,,1.38369638210583,1.27988036,1.17606433789417,1.27713365733333,,1.26151276803554,1.33120141232965,,1.27508641053715,1.27508641053715,,2993.25467554301,0.043479166666667,49,2,455,1.19765153431833,3141597.69345037,2.225125E+022,762.356740940806,4443,6468119043995.78,166,9.7338563614693E+018,349982135771.763,92697036.713125,83.7938290276163,2.30916088563615E+022,154,9.798021875E+023,167169621,5642
1441411200,1.37336823,1.37336823,1.16100001,1.37336823,45.72054699,9.07920775362981,-8.442118,28.5714285714286,7.14285714285714,20.8602742890618,27.0952781913294,30.9424733167106,83.3969123353542,51.4091447619875,67.018129073173,64.2300932623952,92.3340167246971,67.018129073173,,,,1.42333540386814,1.294554006,1.16577260813186,1.30829628066667,,1.2987979220237,1.33503475939059,,1.3327037863502,1.3327037863502,,3038.97522253301,0.053007349285706,43,6,340,1.03134237755486,3141596.29282666,2.46478125E+022,752.894940052835,4921,6235321269939.09,185,9.14122832360337E+018,374913124969.139,100031127.7975,93.6866083594557,2.56382037283236E+022,181,1.00543125E+024,159443421,5519
1441497600,1.16100001,1.21000001,1.16100001,1.21,39.811088,-52.6604535769935,8.03571332110971,21.4285714285714,0,19.8437390148181,25.5340301412015,29.1595473105363,81.8488473022546,48.3781991180054,44.6922344049784,56.0305356750781,23.069713156307,44.6922344049784,,,,1.42959283099539,1.286553906,1.14351498100461,1.280111612,,1.26919861468246,1.32366796308235,,1.27206965267264,1.27206965267264,,3078.78629428359,0.012902636670228,39,4,421,0.912915680165187,3141595.14704701,2.494390625E+022,733.459421454399,4978,6304832065017.6,177,8.05548773451599E+018,388433114376.026,94954067.040625,87.6064282359628,2.61763367377345E+022,139,1.03159953125E+024,142769611,5521
1441584000,1.16200001,1.34999999,1.16200001,1.34999985,320.59469966,8.74722497835201,-11.1842203947369,14.2857142857143,0,18.4828575973125,28.0821371648235,27.6411435836285,88.0585056855201,51.0420251794747,68.1289506761111,59.9464380514208,88.9831221473293,68.1289506761111,,,,1.45227109501708,1.304553612,1.15683612898292,1.30126026,1.29399604152688,1.29613235978831,1.32606177098396,,1.31600221518566,1.31600221518566,1.32499051891667,3399.38051646207,0.049409867601022,39,3,549,1.12570060617182,3141594.58771204,2.422359375E+022,752.599917252793,4834,6339252840420.16,186,9.25642239586653E+018,379841573551.565,90603142.62,83.1463994803703,2.54697251723959E+022,235,1.05706E+024,170954165,5702
1441670400,1.34999985,1.34999985,1.34999985,1.34999985,0,48.3511884417973,33.6633514851485,7.14285714285714,0,17.219181995343,28.0821371648235,27.6411435836285,88.8109455551513,51.0420251794747,67.0163755816609,59.9458535542501,88.9962914413465,67.0163755816609,,,,1.44191184495546,1.300553582,1.15919531904454,1.316409006,1.29416211675269,1.31408818985887,1.32823795998542,,1.33930531350415,1.33930531350415,1.30962705704167,3399.38051646207,0.074896985430392,42,6,528,1.03202400557376,3141597.70302661,2.4669375E+022,759.387162299411,4923,6076605596134.67,197,1.03799263020444E+019,370785471097.477,89904319.89,85.927159484023,2.5902879926302E+022,143,1.0829525E+024,159613715,5622
1441756800,1.29999945,1.29999946,1.29999945,1.29999946,18.41693846,26.7413686317506,-4.1538461537094E-05,0,42.8571428571429,16.1344134376351,27.6382203447109,28.7849779456222,90.2919472657481,49.9738783501054,81.1438363368287,72.0963875315336,65.4520954218103,81.1438363368287,,,,1.43361053057305,1.316673478,1.19973642542695,1.31622429866666,1.2912098875914,1.30939194657258,1.32567082362311,,1.32307253347857,1.32307253347857,1.29572192629167,3417.79745492207,0.062277643730885,46,8,625,1.09752672282917,3141595.32929494,2.522890625E+022,764.624031777557,5035,6202321416838.42,197,9.84060106916306E+018,386137579874.698,88474438.4940625,82.8444908163932,2.64374968510692E+022,186,1.10938015625E+024,173606036,5604
1441843200,1.20000307,1.299999,1.16,1.16,2348.58017956,-36.0094932742376,-32.9479749406929,14.2857142857143,35.7142857142857,15.6722385012306,26.3807544320156,32.0250727348811,51.077183678068,47.0076200003277,51.4827956210522,66.5476691798473,0,51.4827956210522,,,,1.42715315731865,1.273999832,1.12084650668135,1.263999806,1.27944049015054,1.25959463104839,1.31060983965737,,1.23551681196959,1.23551681196959,1.28394179554167,1069.21727536207,-0.001250443824136,43,11,509,0.90049071305134,3141596.78912652,2.507484375E+022,729.939636218269,5003,6289600615234.52,188,7.92580717079699E+018,392080890204.319,84849145.255,78.2606050254784,2.64521445571708E+022,105,1.135824375E+024,141533806,5341
1441929600,1.28199965,1.28199965,0.83000002,0.99989886,895.12204597,-151.18336616891,-33.340076,100,28.5714285714286,16.3083747071022,22.77754531568,37.622839775558,44.7209453443534,43.8054333228356,32.7083170509788,55.1116496696199,32.6728557311263,32.7083170509788,-0.08121290111933,-0.090116926919337,0.008904025800007,1.50257419798836,1.231979604,0.961385010011637,1.17263281533333,1.25721295464516,1.17302937403226,1.28236338696124,,1.0992673233023,1.0992673233023,1.27145291,847.017007087901,0.078076597443747,42,14,411,0.990776616657369,3141594.4728652,2.576921875E+022,735.908967127018,5141,6560807263885.53,174,8.87672815267996E+018,421668550189.309,71380314.8781406,63.0379638569304,2.72487204781527E+022,193,1.16306421875E+024,160019709,6460
1442016000,0.98999999,1.28199911,0.87,1.27999999,244.55519946,-60.6528028453562,-3.75944555936454,92.8571428571429,21.4285714285714,16.8990726125544,20.0847050278889,33.1749373662063,46.7210399466536,50.1974132634607,39.7371132639282,41.3094086453198,86.5384840606583,39.7371132639282,-0.070296533991531,-0.086152848333776,0.015856314342245,1.46925474146425,1.217979632,0.96670452253575,1.18863961066666,1.2538738815914,1.20868624602151,1.28214853269204,,1.1832827935277,1.1832827935277,1.260339024375,1089.19892379812,0.091485883838413,46,11,411,1.17997687107979,3141593.24015121,2.518296875E+022,761.423398328691,5026,6832297198414.41,187,1.13548331935052E+019,424171784401.561,76127434.045,64.7590140048461,2.64124485831935E+022,149,1.1894653125E+024,186314190,5596
1442102400,1.0000017,1.18998875,0.87,1.18998875,95.33966564,-96.7762156498421,-20.6674161377828,85.7142857142857,14.2857142857143,17.4475778104743,17.8261370351783,29.4443447788891,24.1796707672865,48.2962430884052,65.2682592868539,45.904563200587,76.5934380687773,65.2682592868539,-0.068123108418566,-0.082546900350734,0.014423791932168,1.39981364257857,1.185977412,0.972141181421426,1.17930931666666,1.24657709415054,1.20245374734767,1.27377037062913,,1.18136311323591,1.18136311323591,1.25426675845833,1184.53858943812,-0.00018506431969,35,6,454,1.13712743964574,3141592.38684369,2.491015625E+022,763.561255280627,4971,7021866173580.75,174,9.57872567391911E+018,432689994307.222,68678315.7684656,56.7499737265701,2.61809849756739E+022,215,1.21563671875E+024,177583552,6057
1442188800,0.87100002,0.87100002,0.87100002,0.87100002,0.51204141,-207.717439592043,-32.9999984615385,78.5714285714286,7.14285714285714,17.9569040656857,16.2911793325787,26.9089764190946,19.2294782367295,42.1968948901669,57.2851151054797,54.0968292187539,8.72342318700352,57.2851151054797,-0.091090344811045,-0.084255589242796,-0.006834755568249,1.3921488143996,1.100177524,0.808206233600397,1.07431685266666,1.22076492896774,1.09196917156511,1.2371548842083,,1.0042523649689,1.0042523649689,1.25107365925,1184.53858943812,0.006415307949651,38,6,510,1.12623127275532,3141595.66646052,2.431125E+022,771.170068027211,4851,6626385092101.03,187,9.90154841939516E+018,399653850867.343,64050862.696575,56.0057518909469,2.55980265484194E+022,167,1.24122484375E+024,171636301,5572
1442275200,1.02899704,1.02899704,0.87100002,0.88850004,1.34907642,-154.716464150535,-15.3809485714286,71.4285714285714,0,17.5746936985048,19.9670986666948,25.7273180718433,20.0858329224864,42.6249904641854,32.7531180503948,51.7688308142428,12.9424928954035,32.7531180503948,-0.10665053873893,-0.088734579142023,-0.017915959596907,1.37212311552727,1.045877532,0.71963194847273,1.00375769133333,1.19743448546237,1.02414612771008,1.20545898928027,,0.92045289407591,0.92045289407591,1.24712431020833,1183.48836503864,0.022930641411462,42,7,777,0.976676929219346,3141595.52932672,2.42690625E+022,755.324659231722,4842,6418812718166.4,187,8.42699714528331E+018,387803268389.22,69151345.0903031,62.354097900966,2.56237394971453E+022,181,1.26684015625E+024,148568242,5409
1442361600,1.01999874,1.01999874,0.88851638,0.9999988,8.55672043,-111.82240615467,-0.000120999998787,64.2857142857143,7.14285714285714,17.2197840718368,19.2109606421416,24.7530451547497,20.4175383024704,45.3995981437016,17.7396970131694,35.9259767230146,31.5531749571012,17.7396970131694,-0.108731695135547,-0.092734002340728,-0.015997692794819,1.37213184527832,1.04589752,0.719663194721675,0.988464780666664,1.18179535974194,1.01609701847338,1.18678079025479,,0.941602123226145,0.941602123226145,1.24138328745833,1189.44193938582,0.054739474768164,36,5,1082,0.938700295758227,3141596.27522195,2.4844375E+022,738.598466505246,4956,6179500602857.28,203,1.51466170778448E+019,383930083751.596,66192743.3494688,61.9356108744173,2.63332716170778E+022,153,1.29315828125E+024,146153300,5872
1442448000,0.8885184,0.88851841,0.84,0.84,99.85748328,-152.074900110518,-33.8582677165354,57.1428571428571,0,17.0968008759422,18.3027583183103,25.0163643177326,15.8548480990755,42.2426913175085,14.8318892841682,21.7749014492441,0,14.8318892841682,-0.121886560174087,-0.098564513907399,-0.023322046266687,1.21387543945274,0.957897522,0.701919604547256,0.919832273999997,1.15695201294624,0.957398012315589,1.15525526386799,,0.868602078045567,0.868602078045567,1.235017257125,1089.58445610582,0.024216941040027,50,8,855,0.973905329654106,3141595.06905158,2.4098125E+022,753.392470881864,4808,6040326080714.77,193,8.55652379145551E+018,362139920116.927,64910462.9164125,62.1947160025549,2.54441815237915E+022,110,1.31859390625E+024,147106346,5368
1442534400,0.87,0.87,0.85,0.85,45,-134.465886321813,-19.811321511214,50,7.14285714285714,16.98260219404,18.1296917590734,24.7798154860324,16.5890490607595,42.5117560374363,12.2814210379419,14.9510024450932,5.29108815672458,12.2814210379419,-0.13000633694019,-0.104852878513957,-0.025153458426232,1.00500992756651,0.889899772,0.774789616433485,0.883866433333331,1.13311941883871,0.92159867487706,1.12750478533454,0.961995351236544,0.838535160404692,0.838535160404692,1.22544288795833,1044.58445610582,0.024101835889849,40,6,838,1.38645613229242,3141593.36551442,2.450796875E+022,784.675598281857,4889,5652876714578.03,205,1.18348210661985E+019,346369552395.557,62358648.6548625,63.6000241314686,2.59135535710662E+022,181,1.344495625E+024,212949263,5802
1442620800,0.95998699,0.95998699,0.84050002,0.9599746,0.54263501,-92.0840515485923,-9.43635934494001,42.8571428571429,0,16.3283234769164,20.3584821788599,23.813959871278,15.5551240935908,45.5177094172521,22.9235688911671,16.6789597377591,63.4796185167768,22.9235688911671,-0.126113529142234,-0.109105008639613,-0.017008520502621,1.03270003383614,0.907694688,0.78268934216386,0.90722470933333,1.11734970215054,0.93439064991804,1.11227476848594,0.947966176716318,0.887542956963781,0.887542956963781,1.21449591304167,1045.12697858057,0.026163595818264,40,6,712,0.946772075900735,3141593.95923592,2.54665625E+022,734.689641591178,5078,5548055213185.04,207,7.98220437292547E+018,357412908756.805,65170257.4080813,67.5559524373051,2.71876697043729E+022,112,1.3716753125E+024,151038683,5205
1442707200,0.95995281,0.95995281,0.95995281,0.95995281,0.36829895,-66.7149863621203,-24.4131645669291,35.7142857142857,7.14285714285714,15.720778953873,20.3583263393485,23.8137775808776,15.7181604459718,45.5172015756515,45.1372077199723,26.7807325496938,66.6409164864154,45.1372077199723,-0.121628155521132,-0.111609638015917,-0.010018517505216,1.05121154812845,0.921985242,0.792758935871552,0.92464408333333,1.10323454815054,0.94291136994536,1.09842731771449,0.93646727904079,0.917360054660734,0.917360054660734,1.20395387375,1045.12697858057,0.113274892281261,39,14,923,1.23871269379778,3141598.73195099,2.658578125E+022,765.962488218662,5305,6202914364661.28,196,1.09696454717551E+019,408789286948.858,69027092.4551656,64.3911356532325,2.79936258954718E+022,126,1.39965796875E+024,206446103,6402
1442793600,0.95995205,0.97,0.8915,0.8915,154.21771925,-76.0729478309462,-31.4230769230769,28.5714285714286,0,15.5212630936879,19.7711596174248,25.6419674663757,7.39390513751193,43.8616174574244,56.578639872859,41.5464721613328,39.6153846153846,56.578639872859,-0.122188521082706,-0.113725414629274,-0.008463106453432,1.00368039317921,0.900285482,0.796890570820786,0.914482335999997,1.08586447563441,0.92577424663024,1.07961574337681,0.915277913366462,0.897315287563743,0.897315287563743,1.1926123835,890.909259330575,0.026234295351353,33,2,1012,1.19735960540397,3141598.88886699,2.5428125E+022,778.834482758621,5075,6541887303570.5,188,1.01807419409429E+019,410003700796.693,66232199.2800282,58.6494903019921,2.66620557419409E+022,139,1.42630984375E+024,190902398,6305
1442880000,0.8815,0.935,0.87502047,0.87502047,195.71273088,-77.6336100137366,-29.9983904006438,21.4285714285714,0,15.424034139645,19.3128243898107,25.684466802811,7.11363104316512,43.4518642739159,44.3043411217955,48.6733962382089,26.6567222635865,44.3043411217955,-0.122549698533139,-0.115490271410047,-0.007059427123092,0.997275483340119,0.907289576,0.817303668659881,0.90606066533333,1.06837421976344,0.908856321086827,1.06101617306983,0.894709445508617,0.87860506468022,0.87860506468022,1.17979181516667,695.196528450575,-0.012797953326243,39,8,916,1.33280342329043,3141596.76618491,2.53015625E+022,806.98297366858,5051,6624174984096.5,187,1.14041451759166E+019,410100833216.808,65844591.7091969,57.6588261077009,2.63817166451759E+022,140,1.45268015625E+024,211491983,6804
