Timestamp,Open,High,Low,Close,Volume,cci,roc,aroondown,aroonup,adx,di_plus,di_minus,mfi,rsi,slowk,slowd,macd,macdema,macdhist,upperband,middleband,lowerband,wma5,wma30,ema5,ema21,dema21,dema5,trima5,trima30,chaikin,score_twitter,volume_gg,volume_twitter,volume_wiki,blocks-size,avg-block-size,n-transactions-per-block,median-confirmation-time,hash-rate,difficulty,miners-revenue,transaction-fees,cost-per-transaction-percent,cost-per-transaction,n-unique-addresses,n-transactions,n-transactions-total,n-transactions-excluding-popular,n-transactions-excluding-chains-longer-than-100,output-volume,estimated-transaction-volume-usd
1440115200,229.65637733,242.0500026,228,233.13000186,11.29758139,,,,,,,,,,62.7137195122648,47.3304702438545,,,,281.220451370987,227.044373168,172.868294965013,226.830745624,,232.665835128046,,,226.594132686893,226.594132686893,,-5.15517236318177,0.114803004360535,1811,91,9526,42334,0.397583318181818,809,7.58333333333333,403437.399843575,52699842409.347,904694.07,23.63760391,1.19011019576708,7.77823309919096,235230,116311,80706935,113062,65334,1529910.59623795,76017672
1440201600,233.13000271,285,225,230.25950309,4.49126461,,,,,,,,,,60.6156137654649,55.2280389253632,,,,262.810070303604,220.621763348,178.433456392396,227.902455598,,231.863724448697,,,227.281182368363,227.281182368363,,-8.85904297003835,0.10820768655261,1876,66,7411,42393,0.391901973856209,780,7.75,412658.093587566,54256630327.89,869575.88,22.96914083,1.44323482626464,8.06694076719699,259239,107795,80814730,104099,58836,1217558.10519093,60251864
1440288000,230.25950309,236.14959975,226.43859881,228.4526468,1.58811397,,,64.2857142857143,92.8571428571429,,17.0395527291976,28.770268988367,71.4190698830834,38.2705525605088,51.8820245458773,58.4037859412023,,,,235.90831748591,230.568430208,225.22854293009,230.512750082,,230.726698565798,,,226.913653256976,226.913653256976,,-9.78841171512657,0.143966073099266,1656,43,8932,42448,0.404600737226277,816,8.96666666666667,369504.306022853,54256630327.89,787802.6,20.4380634,1.96110528871793,8.40027083799836,247407,93783,80908513,88760,55385,1169074.88373849,40171357
1440374400,228.4526468,236.99999909,201.45752417,211,29.18247632,,,57.1428571428571,85.7142857142857,,15.0989459052074,33.4983286689229,51.7704251586981,34.5057073624549,33.8341892983514,48.7772758698979,,,,244.212010998039,227.36843035,210.524849701961,223.989940012666,,224.151132377199,,,217.225391378918,217.225391378918,,-23.3010127340991,0.094344413891961,1464,45,11436,42516,0.434771732484076,689,7.8,423446.540478744,54256630327.89,842084.76,24.8013553,0.904918226138693,7.19570659511562,237850,117026,81025539,111842,67242,1811809.74775576,93056448
1440460800,214.965,219.99000003,197.57400001,219.99000003,24.41200938,,,50,78.5714285714286,,14.0148610071963,32.3370891458672,41.6959987305118,37.8948739439649,25.5709703622378,37.0957280688222,,,,240.711776668576,224.566430356,208.421084043424,221.530463239333,,222.764088261466,,,217.22223151879,217.22223151879,,1.11099664590086,0.1635433636975,1371,27,9503,42583,0.486758152173913,641,9.78333333333333,372201.417745648,54256630327.89,771519.5,25.66812814,0.847689281843288,6.16919478650248,245539,125060,81150599,117845,68549,2136229.16189593,91014422
1440547200,219.99000003,227.99000003,216.15825722,227.97999999,5.97199356,,,42.8571428571429,71.4285714285714,,16.116621205211,31.0690857271794,43.0294511727785,40.825727726737,23.9471338752305,27.7840978452732,,,,237.926800549326,223.536429982,209.146059414674,222.668319784,,224.502725504311,,,221.967245837756,221.967245837756,,7.07289529842379,0.011609618348967,1611,24,10627,42647,0.413826322580645,742,7.98333333333333,418052.317033155,54256630327.89,892476,25.67958618,1.03262918048573,7.10858708552039,243215,125549,81276148,120364,72479,1656288.98965849,86427540
1440633600,222.00000001,229.19941841,208.3,219.99999999,7.27322976,,,35.7142857142857,64.2857142857143,,14.9979042013299,31.5224469513166,41.9251650193992,38.8535838879688,39.1001148185214,29.5394063519965,,,,234.294169501588,221.484529362,208.674889222412,221.489509786666,,223.00181699954,,,220.310891551991,220.310891551991,,7.9431254615526,0.088400281869211,1721,24,8331,42706,0.396142946308725,927,8.1,401869.646696388,54256630327.89,855555.96,23.57561436,1.50420782341099,7.35430708133478,232198,116334,81392482,111998,67446,1595398.21747822,56877510
1440720000,215.4287159,233.99000003,212.183456,230.14,1.3420665,-55.8245710750382,,28.5714285714286,57.1428571428571,,15.5022618891604,29.2416557647713,43.3356665471909,42.6449527715003,58.0868970140298,40.3780485692606,,,,235.413223046405,221.822000002,208.230776957595,224.374666666,,225.381211333027,,,225.173523923652,225.173523923652,,8.81130154974285,0.079664647137804,1697,31,7371,42770,0.431331825503356,894,7.81666666666667,401869.646696388,54256630327.89,877903.33,24.08727019,1.1459374235131,7.21414168556684,243840,121692,81514174,114654,69493,1621121.82969799,76610058
1440806400,232,235,220,235,4.08031906,-35.8832094122513,,21.4285714285714,50,,15.0561682855207,27.7540720518998,45.3343348425299,44.4236342199455,79.82718785677,59.0047332297737,,,,238.360677259936,226.622000002,214.883322744064,228.767333332,,228.587474222018,240.516054431429,,230.586524541762,230.586524541762,,12.8916206097429,0.025318249138615,1764,39,8043,42828,0.356310812121212,910,7.46666666666667,445023.434261101,54256630327.89,946656.56,23.00206438,1.92478891462867,8.32430453210461,250584,113722,81627896,106197,62295,1154973.29573287,49182357
1440892800,226.90000001,226.90000001,211.01100212,215.025,4.37372302,-72.853091468652,-20.0244546602251,14.2857142857143,42.8571428571429,,13.8432718175084,28.5368764346617,44.2824624482488,39.0617934239553,69.2625274443236,69.0588707717078,,,,239.99068290757,225.628999996,211.26731708443,224.901666664666,,224.066649481345,238.198685846753,,222.385466534059,222.385466534059,,10.7277430502972,0.058320316787869,1727,62,9233,42878,0.347467875,627,8.45833333333333,388384.088082415,54256630327.89,819141.99,17.61443105,2.05037280139627,8.87112553878143,229116,92338,81720234,88602,56062,799631.7901388,39950881
1440979200,215.00000001,226.9,211,225.04000001,2.85951487,-56.5628409672244,-15.4681947981031,7.14285714285714,35.7142857142857,,13.0905461281407,26.9889508524247,45.2105518689347,42.7901665029592,62.6279650561798,70.5725601190911,,,,239.208947490046,225.041,210.873052509954,224.705333336,,224.391099657564,237.002441679776,,223.486611143518,223.486611143518,,12.9182393505356,0.20122226313067,1633,44,8710,42943,0.409100056603774,910,7.23333333333333,428840.763924333,54256630327.89,923760,25.0420155,1.76721038485132,7.82946984786202,238504,117985,81838219,109165,64645,1064439.48177118,52272214
1441065600,226.11789796,229.5,223.32478814,223.94469998,4.41863979,-34.1788581803598,-16.8283485496466,0,28.5714285714286,,13.7357067376249,26.3888045574742,51.0324343123273,42.4840250214263,47.2733816950686,59.721291398524,,,,239.204288015953,225.829939998,212.455591980047,224.339899995999,,224.242299765042,235.815374252523,,223.540107493998,223.540107493998,,9.38674875788024,0.190642917697717,1583,52,9295,43021,0.51546747368421,667,7.26666666666667,409960.981864772,54256630327.89,874008.96,28.84121772,1.0379596113122,6.19996424771228,272866,140970,81979189,130024,73911,1568804.78554721,84204525
1441152000,226,232.99999999,222.28830581,226.00000001,1.7169761,-22.23492861894,-14.849743231473,0,21.4285714285714,,14.491042831203,25.3363434620654,41.5994601091095,43.3037335921643,59.7109597364232,56.5374354958905,,,,237.702045962867,225.00194,212.301834037133,224.396586666666,,224.828199846695,234.923067503203,,224.750671720434,224.750671720434,,8.85966664193509,0.082082741787906,1476,34,8402,43122,0.658569805194805,875,12.3,415355.205310361,54256630327.89,898267.92,44.13311414,1.71421046031459,6.52133262670335,230707,137743,82116932,132339,69864,1453675.88056031,52401262
1441238400,226.00000001,232.67213551,224.35971855,231.00000001,0.70867829,-4.03507457804261,-12.1673003764259,35.7142857142857,14.2857142857143,,14.0236300135703,24.5191123059602,37.1349355628945,45.3444593390761,69.1151136514004,58.6998183609641,,,,234.572335731039,224.201940002,213.831544272961,226.395940003333,,226.885466567797,234.566425003821,,228.20529229769,228.20529229769,,9.28322782761016,0.051253613687572,1515,33,7967,43212,0.600775549668874,911,10.75,407263.870141977,54256630327.89,866697.62,36.44597513,1.48853951632896,6.30573185105423,249811,137446,82254378,134325,76848,1211735.92029585,58224697
1441324800,225.00000001,231.00000001,225.00000001,231.00000001,1.18922843,3.76164154677824,-12.8301886754717,28.5714285714286,7.14285714285714,,13.6806133947271,23.919377216537,28.5453897150997,45.3444593390761,81.4393940111341,70.0884891329859,,,,233.422794398475,227.396940004,221.371085609525,228.661960005999,,228.256977715198,234.242204549837,,230.051202300061,230.051202300061,,10.4724562576102,0.141899038596783,1620,29,6925,43262,0.333613138157895,912,7.25,430369.769449567,56957648455.01,881886.8,21.94174192,1.57436748414236,9.24332131477444,209983,95408,82349786,90818,59368,1116494.71852149,56015308
1441411200,231.00000001,238.99000003,226.54264212,233.00000001,4.56172397,45.4835308195422,-9.78672691338771,21.4285714285714,0,30.6802141732603,16.2977909188502,22.6799868252935,28.3849280107842,46.2420986169601,81.9845189586257,77.5130088737201,,,,235.833233789321,228.988940004,222.144646218679,230.529646674666,,229.837985146799,234.129276864397,,232.088139824441,232.088139824441,,10.643734179685,0.13700132271895,1640,50,5814,43334,0.482375781456954,726,8.18333333333333,427538.389387399,56957648455.01,893388.69,32.06849601,1.93284525702932,6.50082363727652,284893,137427,82487213,127176,72233,1077080.37498207,46221429
1441497600,233.00000001,243.22733484,233.00000001,237.7529,3.10942669,110.76009448682,-7.40422096792894,14.2857142857143,100,29.272056056312,17.3996227874549,21.6857218948026,31.4194866429718,48.4105127445431,76.299940239753,79.9079510698376,,,,239.328696217619,231.750580008,224.172463798381,233.450966673333,,232.476290097866,234.458697149452,,235.735263183672,235.735263183672,,10.4243652279838,0.108558071052486,1597,91,6183,43392,0.367944616352201,955,7.65,450189.429884745,56957648455.01,959839.2,21.92532491,1.63943547709284,9.04646704555094,253777,106101,82593314,101418,61955,961656.67129234,58546934
1441584000,241.4,245,236.5,244.9,7.98058162,138.406696506792,-6.65944362097262,7.14285714285714,100,27.8019416322933,17.530079549768,20.866956336964,51.4799672166163,51.5737832325512,79.1687467353096,79.1510686445628,,,,246.120419759134,235.530580006,224.940740252866,237.834106670666,231.074582786516,236.61752673191,235.407906499502,,241.550999878478,241.550999878478,231.083907479458,18.217168456925,0.13367027098657,1573,78,7366,43457,0.482218161764706,1128,8.03333333333333,385067.688454876,56957648455.01,826486.75,25.98789351,1.55646720031713,6.94287472383464,238459,119041,82712355,108880,70403,950863.32113993,53100171
1441670400,243.5,243.5,239.90000002,239.90000002,0.1156428,115.38293131704,34.2328350888212,0,92.8571428571429,26.4368353814189,17.1205924442193,20.3795227501524,74.9033635680401,49.2965050980238,82.6236218030124,79.364102926025,,,,247.226408107329,237.310580008,227.394751908671,239.290580008666,231.243400544602,237.711684494607,235.816278637729,,241.730105100783,241.730105100783,229.975346883667,18.101525656925,0.198391236392901,1566,59,8373,43546,0.643196784172662,995,8.85,393561.82864138,56957648455.01,851509.24,28.37170322,1.3074516732015,6.71796861563222,280276,126751,82839106,123535,76632,1260514.60892923,65127397
1441756800,242.99999999,243,236.5,240.59999943,3.24558349,98.7723923611859,5.99118950772575,7.14285714285714,85.7142857142857,25.4537701262431,16.5784319939228,21.3905970460727,66.3768840353891,49.6318221814235,83.392258637065,81.7282090584623,,,,247.00074957196,239.230579892,231.46041021204,240.387053149332,231.519666516301,238.674456139738,236.251162346117,,241.995250973943,241.995250973943,229.19375893975,18.9503700004688,0.178667422916707,1455,52,7966,43646,0.711985134751773,1028,8.91666666666667,399224.588765717,56957648455.01,852524.08,26.40670885,1.12729910137141,6.62829037700495,265428,128619,82967725,125800,77361,1451482.77586577,75625367
1441843200,240.59999866,243.83099999,236.50000001,243.83099999,0.71449208,102.781037826052,4.20128204700856,0,78.5714285714286,24.4495569525758,16.3842392495701,20.5983229575554,78.3002105133388,51.2348869251241,80.3065328901798,82.1074711100857,,,,246.638996851691,241.396779888,236.154562924309,241.920526515332,232.059479457763,240.393304089825,236.940238495561,,243.75306594602,243.75306594602,228.670839010583,19.6648620804688,0.079843269207685,1472,61,8087,43770,0.738044627218935,1018,6.78333333333333,478503.230506427,56957648455.01,1019359.04,28.71675844,1.43726821576351,8.30211869721378,235288,122783,83090508,120592,72439,1382058.06135449,70923369
1441929600,236.60000033,255.00000001,236.37099997,238.70000001,5.6440419,124.249885659765,2.38922408336999,21.4285714285714,100,23.0121844339427,20.3940951994376,18.7026369752661,80.5280823416946,48.5900908178265,59.6405372538876,74.4464429270442,-2.53602344558681,-7.12273002021596,4.58670657462915,246.333107072958,241.58619989,236.839292707042,241.021599889332,232.322937660473,239.82886939655,237.100216815056,,241.692420838497,241.692420838497,228.397819272667,15.4320579047306,0.144333968347175,1559,42,7807,43882,0.652206179190751,1134,7.41666666666667,489828.750755099,56957648455.01,1044415.29,28.99472893,1.68572345016815,6.31876052708001,252398,165288,83255796,161565,109704,1280146.77374673,61956502
1442016000,238.70000001,244.90709278,236.61000002,240,2.90768019,87.9961656301272,4.23022580144836,14.2857142857143,92.8571428571429,21.6774813809263,19.5319104336802,17.9119606289083,73.2099025145531,49.304134816717,40.7469088640242,60.2313263360305,-2.00389140827784,-6.09896229782833,4.0950708895505,244.058638874415,240.60619989,237.153760905585,240.492866592666,232.72771451843,239.885912931033,237.363833468232,,241.166309581987,241.166309581987,228.355104430625,14.9003993095395,0.244503553569465,1507,71,6732,43977,0.703050963235294,1711,9.63333333333333,385067.688454876,56957648455.01,808141.81,37.79488817,2.30101085704585,5.26346448436218,258271,153538,83409334,150249,90507,858171.45351173,35121165
1442102400,237.60200001,237.60200001,226.5,226.5,2.09062416,-2.81984031637433,-0.854727151272383,7.14285714285714,85.7142857142857,20.7816541431005,18.1848180835156,21.8415907925872,76.7542803463834,42.6753974255066,10.6607977833969,37.0160813004362,-2.64106555103262,-5.40738294846919,2.76631739743657,249.84167975546,237.926199886,226.01072001654,235.790799962666,232.310986000043,235.423941954022,236.376212243848,,233.302892403317,233.302892403317,228.413889588583,12.8097751495395,0.120916299800324,1542,36,6759,44065,0.632981628571429,1307,9.23333333333333,396393.208703549,56957648455.01,810256.5,25.41672183,1.9316301337795,5.81579457364341,279964,139320,83548654,133887,94821,814693.73468515,41946773
1442188800,233.97779999,233.97779999,226.50000021,228.50000008,0.87604102,-16.7433938402691,8.29383890047393,0,78.5714285714286,19.9498145651195,17.4662354521229,20.9785088682336,73.511174311916,43.879191818813,8.8326414365686,20.0801160279965,-2.95063428269481,-4.91603321531432,1.96539893261951,249.067774189421,235.506200016,221.944625842579,232.648733360666,232.106085443807,233.115961329348,235.660192956225,,230.163274545762,230.163274545762,228.653820580208,12.4023430727211,0.11851401678801,1542,46,9968,44176,0.700925528301887,893,8.1,450189.429884745,56957648455.01,924674.4,30.21206978,1.74420980663447,5.65442882389272,234525,163531,83712185,159347,113794,1223402.05924221,53013943
1442275200,228.50000286,232.9999994,228.50000285,232.99999594,0.52268107,-2.53641860901867,5.91390331752617,7.14285714285714,71.4285714285714,19.1773920998513,17.0301128765713,20.4546867003759,70.754331965501,46.5965528296961,9.94151580937722,9.81165167644755,-2.80057439664446,-4.49294145158035,1.69236705493588,244.051189694223,233.339999206,222.628808717777,231.813332001999,232.255543437505,233.077306199565,235.418356863841,,231.083078257319,231.083078257319,229.107134263208,12.9250233389532,0.115176078165763,1646,47,8844,44289,0.693599484662577,882,7,461514.950133418,56957648455.01,943920,29.74177227,1.62652361544694,5.68650485261427,263932,165993,83878178,161192,107727,1321276.59276954,58032972
1442361600,232.99999594,233.47357311,230.00003003,230.00003006,0.18154864,-13.1023609623247,0.886055825111232,0,64.2857142857143,18.401732678866,16.9610494946096,20.0387522823399,68.9726781135053,45.0311526779718,16.2797067481131,11.684621331353,-2.89040424960621,-4.17243401118552,1.28202976157931,241.010632907921,231.600005216,222.189377524079,230.700008953332,232.262561266667,232.051547486377,234.925781699855,,230.038223049421,230.038223049421,229.717863054125,12.7434747020891,0.174166561915033,1652,31,8529,44393,0.698806744966443,944,7.8,421875.629263062,56957648455.01,854930.72,27.13904934,1.4664637068173,5.05699619659409,261990,169059,84047237,165564,113819,1432383.60578648,58298798
1442448000,231.47357312,235.68915619,231.47357312,232.50000003,0.42593405,5.56333170121237,5.68181820025826,0,57.1428571428571,17.4000201554757,17.7222080973706,19.3449168862963,68.7277029815786,46.6399127300926,31.9552975557969,19.3921733710957,-2.7284168803927,-3.88363058502695,1.15521370463425,234.974425829945,230.100005222,225.225584614055,231.000007224665,232.500485808151,232.201031667585,234.705256093505,,230.958471497086,230.958471497086,230.515791229333,12.5249568806609,-0.015350142409522,1644,16,8761,44490,0.688808609929078,855,9.21666666666667,399224.588765717,56957648455.01,830934,26.22637494,1.28604627132058,3.44291597954804,250985,241346,84288583,238266,187035,1352347.35497333,64611517
1442534400,232.70000005,238.26400001,232.50000051,238.26400001,0.25938538,37.4185171660062,3.53002520639611,0,50,16.1691261118769,18.7032451557554,18.6406927359098,71.3755087994607,50.254838243893,57.6862964590492,35.3071002543197,-2.11060436331212,-3.52902534068399,1.41842097737187,239.128876187193,232.452805224,225.776734260807,233.721338820665,232.994623923548,234.222021115056,235.028778267732,234.112487884588,234.740973966372,234.740973966372,231.146983206583,12.7843422606609,0.090334943411595,1689,66,9291,44578,0.617110090277778,899,8.1,424738.988410217,59335351233.8666,844821.74,26.57437234,1.3073265515675,4.48585854616896,273195,188330,84476913,180020,129207,1201441.58693672,64622090
1442620800,233.50000101,235.8,231.47357311,234.47,0.76007611,0.596904788650576,-0.225531914893617,57.1428571428571,42.8571428571429,15.1335249091497,17.8775679872215,18.4850821553147,65.1376375545705,47.9520801687841,71.7290931157665,53.7902290435375,-1.90516601752745,-3.20425347605268,1.29908745852523,239.089497984989,233.646805208,228.204112431011,234.393737079332,233.21976418729,234.304680743371,234.977980243393,234.098808963862,234.705755729791,234.705755729791,231.775966847458,13.0771037704135,0.1313877346351,1848,64,7344,44638,0.461650856060606,860,8.75,389344.072709366,59335351233.8666,766418.62,22.72770657,1.22621856853905,6.49512809430588,230379,117999,84594912,114515,67688,1301022.97437046,62502611
1442707200,234.47,234.47,231.47357312,234.47,0.28702629,-14.5146782579964,9.04313451924195,50,35.7142857142857,14.1718952209031,17.5102212123218,18.1052522299936,60.3001479932742,47.9520801687841,71.7442749775789,67.0532215174649,-1.72249875496081,-2.90790253183431,1.1854037768735,239.370777355464,233.94080602,228.510834684536,234.668135343332,233.443893698344,234.359787162247,234.931800221266,234.090571765214,234.663908099111,234.663908099111,232.42357548825,13.3641300604135,0.104135847179914,1817,73,7185,44695,0.475198641666667,807,9.56666666666667,353949.157008514,59335351233.8666,695204,20.50270252,1.47194210064152,6.56267640867341,264443,105933,84700845,101659,63549,869500.50258069,47230390
1442793600,233.00000001,233.00000001,227.16978664,227.49998999,1.62687217,-79.9400531567932,1.09313454492119,42.8571428571429,28.5714285714286,13.8543826732203,16.6145024224631,20.1948443527014,39.0851659148208,43.6869919555202,39.4030605053355,60.9588095328936,-2.11576595739481,-2.74947521694641,0.633709259551594,240.458495165331,233.440798006,226.423100846669,232.521196666665,233.215463427807,232.073188104832,234.256181109333,232.877228774801,230.751536024464,230.751536024464,233.029005345042,11.9215388442873,0.096807160818622,1704,13,8482,44768,0.553837363636364,786,8.78333333333333,389344.072709366,59335351233.8666,753538.56,26.79271324,0.987445794248226,6.04441079034548,285612,124667,84825512,119372,71666,1487223.85422618,76311891
1442880000,227.49998999,232.49999989,225.91,226.516353,2.80596112,-95.2567287592059,1.14834288117991,100,21.4285714285714,13.7218894960641,15.8274122258454,20.143765900947,34.556842632896,43.1043155223135,20.658123310587,43.9351529311672,-2.47823676240841,-2.69522752603881,0.216990763630394,241.253491366353,232.2440686,223.234645833647,230.213048331332,232.929507143075,230.220909736554,233.552560372121,231.659312125081,228.104956104124,228.104956104124,233.526614185542,9.63193674443761,0.155295334912576,1766,29,9391,44848,0.50275883125,744,6.75,471932.209344686,59335351233.8666,923685.18,26.72725503,1.2569173982972,6.75099896215521,327724,136822,84962334,132321,75582,1536071.65120848,73488137
1442966400,227.5413,232.4999999,227.5413,228,0.34079899,-79.8698861635474,0.88495574774845,92.8571428571429,14.2857142857143,13.5988601155544,15.1266893732629,19.2519462496044,41.5397260792538,44.3108134998564,9.67232160422805,23.2445018067169,-2.61562823912951,-2.67930766865695,0.063679429527442,237.243345063155,230.191268598,223.139192132845,228.798358797999,232.743434092323,229.480606491036,233.047782156473,230.867758099485,227.576435239071,227.576435239071,233.906109054292,9.35418835232235,0.031621295508561,1657,14,40016,44923,0.50182222,941,8.2,442436.446260643,59335351233.8666,868521.15,27.90074242,1.35557630223285,6.43520605494799,250674,134964,85097298,128069,75978,1354982.61012441,64070252
1443052800,230.30000001,235,228,235,2.65084418,-34.5040719530107,1.73160172719777,85.7142857142857,7.14285714285714,13.046459403921,16.2143332578896,18.2348649057834,46.7012294503991,49.727457151269,42.0135360764715,24.1146603304289,-2.13505884637107,-2.57045790419977,0.435399057828706,237.614366567774,230.297268598,222.980170628226,230.401269265332,232.972414805011,231.320404327357,233.225256505885,231.404756771724,231.277488716928,231.277488716928,234.141853925333,12.0050325323224,0.08631849224688,1627,12,7567,44991,0.474493386206897,806,8.15,427688.564718621,59335351233.8666,853501.1,24.26546849,1.64357938410104,6.83774574994793,239053,124822,85222120,119219,74269,1131711.59734276,51929411
1443139200,235.52,238.26400001,232.01000001,238,0.89900027,15.5895505854394,3.03030302584284,78.5714285714286,0,12.2363088294589,17.9545723234277,17.3528104641938,30.7115587109141,51.8873231608792,72.998499086305,41.5614522556682,-1.49489697060451,-2.35534571748072,0.860448746876206,240.227285383421,231.003268598,221.779251812578,232.968846399332,233.362664334968,233.546936218238,233.659324096259,232.398931238271,235.002680405206,235.002680405206,234.267427965583,12.828133831977,0.217987249405811,1664,37,9114,45063,0.446153759259259,911,7.75,477831.361961494,59335351233.8666,961315.83,27.12553705,1.2946433045673,7.35288228545204,255255,130740,85352860,126908,71425,1449833.86953349,74253335
1443225600,238,238.00000001,232.5,233.000001,0.4919394,-6.49119499356878,4.24892698802637E-07,71.4285714285714,0,11.4840261531727,17.1680634140377,16.5926620302912,36.1677383743485,48.1725766812548,85.0844557349163,66.6988302992309,-1.37517009961243,-2.15931059390706,0.78414049429463,240.683110524847,232.1032708,223.523431075153,233.634423866665,233.408784897161,233.364624478826,233.599385632963,232.399084431795,234.213579443862,234.213579443862,234.303206176625,12.4256381379741,0.163038169873817,1737,36,5945,45128,0.431923611842105,882,7.58333333333333,448335.598877451,59335351233.8666,894132,25.68909341,2.0762503283934,7.47639513687978,249080,119594,85472454,115045,63336,1084746.27678911,43064749
1443312000,233.000007,237.09999999,233.000007,233.00050075,0.12400911,-2.704543694306,-1.9988817171105,64.2857142857143,85.7142857142857,10.785477953764,16.584826170692,16.0289724498811,41.9372376152211,48.1729760662581,68.7219747208332,75.6016431806848,-1.26565567533532,-1.98057961019272,0.714923934857391,239.92387832296,233.40010035,226.87632237704,233.933500516665,233.426980709871,233.24324990255,233.544941552693,232.404264024114,233.728303495058,233.728303495058,234.231903140708,12.301658896073,0.128621738576448,1729,40,6308,45189,0.426253826388889,1087,8.15,424738.988410217,59335351233.8666,842917,20.98693709,2.35111670492338,7.85892630715298,251247,107256,85579710,101501,60581,762590.48217554,35851772
