date,ethereum
2018-01-11 02:00:00,12743
2018-01-12 02:00:00,11185
2018-01-13 02:00:00,10510
2018-01-14 02:00:00,10156
2018-01-15 02:00:00,11369
2018-01-16 02:00:00,12568
2018-01-17 02:00:00,12326
2018-01-18 02:00:00,9842
2018-01-19 02:00:00,8853
2018-01-20 02:00:00,7322
2018-01-21 02:00:00,7714
2018-01-22 02:00:00,8164
2018-01-23 02:00:00,7817
2018-01-24 02:00:00,7988
2018-01-25 02:00:00,7597
2018-01-26 02:00:00,6417
2018-01-27 02:00:00,5458
2018-01-28 02:00:00,6198
2018-01-29 02:00:00,7367
2018-01-30 02:00:00,7102
2018-01-31 02:00:00,7295
2018-02-01 02:00:00,7259
2018-02-02 02:00:00,6668
2018-02-03 02:00:00,5381
2018-02-04 02:00:00,7649
2018-02-05 02:00:00,13379
2018-02-06 02:00:00,7078
2018-02-07 02:00:00,6359
2018-02-08 02:00:00,5978
2018-02-09 02:00:00,5413
2018-02-10 02:00:00,4347
2018-02-11 02:00:00,5133
2018-02-12 02:00:00,5980
2018-02-13 02:00:00,5586
2018-02-14 02:00:00,5536
2018-02-15 02:00:00,5896
2018-02-16 02:00:00,4614
2018-02-17 02:00:00,4092
2018-02-18 02:00:00,4019
2018-02-19 02:00:00,5410
2018-02-20 02:00:00,5340
2018-02-21 02:00:00,4818
2018-02-22 02:00:00,4588
2018-02-23 02:00:00,3960
2018-02-24 02:00:00,3522
2018-02-25 02:00:00,6777
2018-02-26 02:00:00,8009
2018-02-27 02:00:00,10418
2018-02-28 02:00:00,8557
2018-03-01 02:00:00,3646
2018-03-02 02:00:00,3428
2018-03-03 02:00:00,3071
2018-03-04 02:00:00,2905
2018-03-05 02:00:00,3914
2018-03-06 02:00:00,4010
2018-03-07 02:00:00,3662
2018-03-08 02:00:00,3652
2018-03-09 02:00:00,3365
2018-03-10 02:00:00,2855
2018-03-11 02:00:00,3572
2018-03-12 02:00:00,4051
2018-03-13 02:00:00,3709
2018-03-14 02:00:00,3551
2018-03-15 02:00:00,3281
2018-03-16 02:00:00,2875
2018-03-17 02:00:00,2932
2018-03-18 02:00:00,5673
2018-03-19 02:00:00,26233
2018-03-20 02:00:00,12973
2018-03-21 02:00:00,22997
2018-03-22 02:00:00,30494
2018-03-23 02:00:00,24796
2018-03-24 02:00:00,2910
2018-03-25 02:00:00,2275
2018-03-26 02:00:00,3411
2018-03-27 02:00:00,3432
2018-03-28 02:00:00,4205
2018-03-29 02:00:00,5073
2018-03-30 02:00:00,4649
2018-03-31 02:00:00,3918
2018-04-01 02:00:00,4164
2018-04-02 02:00:00,4200
2018-04-03 02:00:00,4946
2018-04-04 02:00:00,5719
2018-04-05 02:00:00,5109
2018-04-06 02:00:00,4381
2018-04-07 02:00:00,4908
2018-04-08 02:00:00,5320
2018-04-09 02:00:00,4354
2018-04-10 02:00:00,4345
2018-04-11 02:00:00,4084
2018-04-12 02:00:00,4372
2018-04-13 02:00:00,3846
2018-04-14 02:00:00,3346
2018-04-15 02:00:00,3584
2018-04-16 02:00:00,4411
2018-04-17 02:00:00,4038
2018-04-18 02:00:00,4847
2018-04-19 02:00:00,3915
2018-04-20 02:00:00,4484
2018-04-21 02:00:00,4366
2018-04-22 02:00:00,5395
2018-04-23 02:00:00,6717
2018-04-24 02:00:00,6745
2018-04-25 02:00:00,5029
2018-04-26 02:00:00,4493
2018-04-27 02:00:00,2811
2018-04-28 02:00:00,1855
2018-04-29 02:00:00,2314
2018-04-30 02:00:00,4455
2018-05-01 02:00:00,3142
2018-05-02 02:00:00,3199
2018-05-03 02:00:00,3203
2018-05-04 02:00:00,3534
2018-05-05 02:00:00,2385
2018-05-06 02:00:00,2213
2018-05-07 02:00:00,2965
2018-05-08 02:00:00,3152
2018-05-09 02:00:00,2755
2018-05-10 02:00:00,3597
2018-05-11 02:00:00,2330
2018-05-12 02:00:00,2099
2018-05-13 02:00:00,1927
2018-05-14 02:00:00,2951
2018-05-15 02:00:00,3561
2018-05-16 02:00:00,4340
2018-05-17 02:00:00,2638
2018-05-18 02:00:00,3236
2018-05-19 02:00:00,2609
2018-05-20 02:00:00,2568
2018-05-21 02:00:00,3008
2018-05-22 02:00:00,2799
2018-05-23 02:00:00,2521
2018-05-24 02:00:00,2609
2018-05-25 02:00:00,2196
2018-05-26 02:00:00,2949
2018-05-27 02:00:00,6225
2018-05-28 02:00:00,2140
2018-05-29 02:00:00,2443
2018-05-30 02:00:00,2529
2018-05-31 02:00:00,2375
2018-06-01 02:00:00,2560
2018-06-02 02:00:00,1751
2018-06-03 02:00:00,2152
2018-06-04 02:00:00,2736
2018-06-05 02:00:00,2446
2018-06-06 02:00:00,3250
2018-06-07 02:00:00,2870
2018-06-08 02:00:00,2587
2018-06-09 02:00:00,1837
2018-06-10 02:00:00,1798
2018-06-11 02:00:00,2620
2018-06-12 02:00:00,2689
2018-06-13 02:00:00,2422
2018-06-14 02:00:00,2363
2018-06-15 02:00:00,2074
2018-06-16 02:00:00,1653
2018-06-17 02:00:00,3199
2018-06-18 02:00:00,2712
2018-06-19 02:00:00,2425
2018-06-20 02:00:00,2450
2018-06-21 02:00:00,2587
2018-06-22 02:00:00,2197
2018-06-23 02:00:00,1602
2018-06-24 02:00:00,1848
2018-06-25 02:00:00,2323
2018-06-26 02:00:00,2322
2018-06-27 02:00:00,2224
2018-06-28 02:00:00,2152
2018-06-29 02:00:00,2030
2018-06-30 02:00:00,1496
2018-07-01 02:00:00,1559
2018-07-02 02:00:00,2134
2018-07-03 02:00:00,2157
2018-07-04 02:00:00,2347
2018-07-05 02:00:00,2258
2018-07-06 02:00:00,2008
2018-07-07 02:00:00,1550
2018-07-08 02:00:00,1743
2018-07-09 02:00:00,2778
2018-07-10 02:00:00,3129
2018-07-11 02:00:00,2388
2018-07-12 02:00:00,2118
2018-07-13 02:00:00,2084
2018-07-14 02:00:00,1715
2018-07-15 02:00:00,2219
2018-07-16 02:00:00,2397
2018-07-17 02:00:00,2177
2018-07-18 02:00:00,2163
2018-07-19 02:00:00,2242
2018-07-20 02:00:00,1942
2018-07-21 02:00:00,1461
