date,score_twitter,volume_gg,volume_twitter,volume_wiki
1516060800,0.219123797178557,393,40,12568
1516147200,0.107728862143182,305,48,12326
1516233600,0.154866267358069,250,60,9842
1516320000,0.074940799069315,155,40,8853
1516406400,0.194155847671834,120,39,7322
1516492800,0.250899211911282,108,33,7714
1516579200,0.109575457782414,136,35,8164
1516665600,0.166815753754443,176,38,7817
1516752000,0.048621868877661,124,38,7988
1516838400,0.164158366630899,99,53,7597
1516924800,0.132497863608807,174,49,6417
1517011200,0.19698684058024,215,54,5458
1517097600,0.071580148536252,212,29,6198
1517184000,0.129341516192619,219,34,7367
1517270400,0.149966030531398,190,43,7102
1517356800,0.152803468408592,190,75,7295
1517443200,0.123960026627817,175,60,7259
