date,score_twitter,volume_gg,volume_twitter,volume_wiki
1451606400,0.077448559234498,30,9,333
1451692800,0.050602122153778,32,7,434
1451779200,0.158033333298402,27,15,516
1451865600,0.03081074575243,25,6,691
1451952000,0.001907602119693,26,8,663
1452038400,-0.032841521970276,25,20,797
1452124800,0.016595833333333,28,3,864
1452211200,0.113533933003588,38,19,669
1452297600,0.04016125219112,33,8,498
1452384000,0.040751550880777,27,14,669
1452470400,0.002861479408056,25,3,846
1452556800,0.02646000902442,26,6,756
1452643200,0.025072169877447,31,14,816
1452729600,0.046319447978806,40,19,731
1452816000,0.074952552238293,32,8,952
1452902400,0.03348494520843,34,14,835
1452988800,0.114207967262709,49,10,688
1453075200,0.036376961720656,49,8,933
1453161600,0.007397693827951,37,12,903
1453248000,-0.00550404981235,58,7,930
1453334400,0.024814397745403,52,8,1310
1453420800,0.04525791825024,64,5,989
1453507200,0.079138773006199,62,8,952
1453593600,0.058651538440791,53,18,1246
1453680000,0.139531185657316,120,12,1763
1453766400,0.077449974445892,155,18,1685
1453852800,0.079417358148395,155,8,1470
1453939200,0.021501628224297,182,12,1251
1454025600,0.094352570870318,135,14,1060
1454112000,0.020171943579691,122,16,720
1454198400,0.06024834416043,109,6,864
1454284800,0.095130194550198,92,7,1094
1454371200,0.09032491805007,89,10,988
1454457600,0.114450533453429,92,13,1043
1454544000,0.076938402667084,83,4,1073
1454630400,0.089489288813244,85,9,923
1454716800,0.029005990667964,92,3,641
1454803200,0.027117779331889,79,5,801
1454889600,0.011383333333333,80,1,1223
1454976000,0.063544419956937,94,8,1562
1455062400,0.129101626293427,134,15,1988
1455148800,-0.009518211866623,170,35,1896
1455235200,0.11229081074384,255,11,2090
1455321600,0.040630060751785,257,13,1419
1455408000,0.083800721879644,292,16,1091
1455494400,0.051275774936361,160,7,1587
1455580800,0.058693327526609,127,16,1602
1455667200,0.002341213153492,140,17,1695
1455753600,-0.010246646601693,136,3,1138
1455840000,0.018830395500362,125,8,1285
1455926400,0.052649133796656,112,5,1613
1456012800,0.011907929321443,103,10,1245
1456099200,0.098320805152501,118,11,1596
1456185600,0.050339639090175,120,16,1695
1456272000,0.071807723411082,142,14,1459
1456358400,0.056854397285769,157,36,1619
1456444800,0.204941032985171,159,16,1968
1456531200,0.04957266880769,187,4,1512
1456617600,0.086450276726828,176,10,1299
1456704000,0.034968195319852,168,5,1435
1456790400,0.032940269910869,173,10,1686
1456876800,0.069933284441597,173,9,2139
1456963200,0.103997504843716,196,17,2837
1457049600,0.047139465281962,279,24,2030
1457136000,0.081909808952643,368,17,2628
1457222400,0.161497449617915,311,26,2129
1457308800,0.01204242425562,364,12,1950
1457395200,0.000934077613514,315,11,1647
1457481600,0.050648666605314,286,13,1619
1457568000,0.038317896482173,262,13,1642
1457654400,0.129438344578616,232,34,1364
1457740800,0.121652534097961,265,13,1966
1457827200,0.098109693989009,227,33,2460
1457913600,0.07858086082391,335,37,2556
1458000000,0.086390771062165,416,22,2249
1458086400,0.071823614164562,497,15,1925
1458172800,0.078862797551641,444,34,1750
1458259200,0.113308581489195,352,15,1728
1458345600,-0.02274524155443,335,21,1453
1458432000,-0.021279516003354,325,19,2129
1458518400,0.080551358140316,286,9,2742
1458604800,-0.019747463130261,246,7,1990
1458691200,0.116513658283944,251,19,1795
1458777600,0.124881116950544,256,23,1768
1458864000,0.067826489615225,249,19,1335
1458950400,0.082415891474134,249,10,1022
1459036800,0.041448701172018,227,3,1157
1459123200,0.073313250588417,214,9,3924
1459209600,0.091847869532529,209,20,3200
1459296000,0.036776918337219,341,14,2135
1459382400,0.056133614454649,408,14,1882
1459468800,0.008450110176525,313,9,1528
1459555200,0.106368040080958,318,15,1148
1459641600,0.051967538817553,260,10,1211
1459728000,0.076132889170666,235,13,1537
1459814400,0.041427554221434,223,19,1448
1459900800,0.100300323593759,233,22,1455
1459987200,-0.02734433636915,242,27,1544
1460073600,0.028178447559893,237,31,1277
1460160000,0.051419078718867,230,12,1173
1460246400,-0.034892585842963,236,7,1173
1460332800,0.045384325276957,203,11,1537
1460419200,0.030137578150311,243,8,1536
1460505600,0.107444766518469,239,15,1407
1460592000,0.100156207038567,222,13,1358
1460678400,0.063876026800396,238,11,1191
1460764800,0.07893164251464,202,9,950
1460851200,-0.003252186486012,188,9,1014
1460937600,0.048480429856578,133,9,1265
1461024000,0.064750484791477,104,9,1264
1461110400,0.06934722658939,108,24,1323
1461196800,0.111325930422693,104,19,1412
1461283200,0.060281982228029,104,48,1238
1461369600,0.033173290026688,104,23,884
1461456000,0.022806511724641,107,6,890
1461542400,0.067846709169227,122,6,1371
1461628800,0.072776088523429,142,15,1263
1461715200,0.115367248414255,156,40,1335
1461801600,0.114149845459914,168,30,1279
1461888000,0.026206942449852,155,11,1282
1461974400,0.128130674562532,152,15,980
1462060800,0.083953950125538,150,28,1050
1462147200,0.024468882228184,100,16,2051
1462233600,0.155360329530627,57,26,1871
1462320000,0.149050642992385,54,12,1636
1462406400,0.066849465074001,61,24,1753
1462492800,0.103323541449137,53,13,1871
1462579200,0.079618210224983,49,27,1326
1462665600,0.058068332412443,57,15,1365
1462752000,0.031120705520594,87,18,1927
1462838400,0.064664893434147,151,18,2063
1462924800,0.083553570922306,162,34,1900
1463011200,0.085097912624823,175,32,2001
1463097600,0.075021829206713,179,24,1831
1463184000,0.012117350125917,194,30,1518
1463270400,0.003101335266807,215,11,1803
1463356800,0.087678555513478,217,20,3160
1463443200,0.123574240692254,197,30,3386
1463529600,0.058149587193407,208,14,3283
1463616000,0.059398992061438,279,25,3380
1463702400,0.095436464342717,341,36,3080
1463788800,0.131928803429361,383,19,2105
1463875200,0.010477948168394,442,21,2800
1463961600,0.045344099273209,350,13,3791
1464048000,0.133576951280957,295,18,3236
1464134400,0.160561305446155,336,45,4014
1464220800,0.144624486311019,319,34,3128
1464307200,0.074799676181651,359,23,3019
1464393600,0.104598600307088,335,16,2233
1464480000,0.128435895289985,327,29,2283
1464566400,0.058837107509568,299,16,2956
1464652800,0.070914152068437,217,13,3187
1464739200,0.017258394008266,202,16,2873
1464825600,0.131906036936518,206,36,2663
1464912000,0.165471716456834,235,20,2295
1464998400,0.093919819647446,223,18,1720
1465084800,0.072862333499463,211,10,1659
1465171200,0.074725043937237,207,14,2228
1465257600,0.025874786766847,227,8,2327
1465344000,0.07300117245737,223,16,2342
1465430400,0.081730353641193,248,30,2018
1465516800,0.075478166489392,254,20,1803
1465603200,0.045254088105921,242,14,1459
1465689600,0.130217593673272,223,13,1992
1465776000,0.065413198984776,195,11,2851
1465862400,0.122089500829958,123,27,3211
1465948800,0.110872741074987,165,27,2800
1466035200,0.003453176285316,227,15,3091
1466121600,0.014492500362969,227,21,7939
1466208000,0.031905171769053,224,133,5854
1466294400,0.076834611769608,268,89,4562
1466380800,-0.075656961453856,523,56,4434
1466467200,0.093577007723511,334,43,4253
1466553600,0.080115741438278,237,62,2923
1466640000,0.058780665920769,221,40,2277
1466726400,0.041313051313996,204,49,1788
1466812800,0.142301467564954,187,18,1403
1466899200,0.023008800670037,148,19,1270
1466985600,0.131381442401014,147,11,1873
1467072000,0.095718721540397,183,9,1915
1467158400,0.069208468831643,184,45,1933
1467244800,-0.039637130967373,186,43,1857
1467331200,0.12290096883758,217,22,1511
1467417600,0.024875192042408,212,8,1108
1467504000,0.088553721348411,185,22,1288
1467590400,0.075555927279877,175,12,1599
1467676800,-0.007126051407618,198,15,1805
1467763200,0.057921861154433,186,19,1534
1467849600,0.131225075878953,217,21,1513
1467936000,0.103139205010879,283,18,1249
1468022400,0.118819038599545,210,18,1021
1468108800,-0.03692248769826,199,9,1137
1468195200,0.07234918934713,196,5,1437
1468281600,0.021311111810291,113,11,1366
1468368000,0.039794231716796,100,12,1295
1468454400,0.033819323281248,113,10,1357
1468540800,0.041174528024681,112,24,1258
1468627200,0.134898514923361,108,26,973
1468713600,0.076047742368353,115,25,946
1468800000,0.098192046904973,122,28,1337
1468886400,0.02997893463351,189,34,1537
1468972800,0.119544120793893,214,45,1971
1469059200,0.096637756972438,225,98,3688
1469145600,0.110187577785174,251,58,2607
1469232000,0.160415392371126,373,51,1733
1469318400,0.128275649432885,382,41,1627
1469404800,0.136906043942726,365,133,2349
1469491200,0.058698858281337,201,59,4121
1469577600,0.013762227136164,262,109,2956
1469664000,0.143041274634515,238,71,2285
1469750400,0.017589529624245,323,57,1697
