timestamp,average_block_utilization,block_gas_limit,block_mining_reward,block_size,blocks_per_day,difficulty,distinct_miners,fee_mining_reward,hashrate,market_cap,mining_revenue,mining_reward,new_accounts,total_ether_supply,total_gas_usage,transactions_per_day,score_twitter,volume_gg,volume_twitter,volume_wiki
1459555200,2.82582423282761,4712447.31789084,2.974375E+022,1234.98231132076,5936,23519620123897,94,1.80656639509779E+019,1726949885023.18,913735941.915938,209.075583483782,3.1099315663951E+022,1127,6.69250234375E+024,790470279,29358,0.106368040080958,318,15,1148
1459641600,2.81999832028169,4712442.42336371,3.02465625E+022,1244.71333885667,6035,24295875905525.8,95,1.79368728685902E+019,1825846322390.96,911742296.911875,201.351825577737,3.17476243728686E+022,945,6.72423203125E+024,801995961,29588,0.051967538817553,260,10,1211
1459728000,3.89799198786747,4712444.49901413,3.05E+022,1502.01560959579,6086,25245588659110.3,91,2.48694159202554E+019,1909197642345.21,874304549.784375,185.918801775124,3.19779944159202E+022,1228,6.75618515625E+024,1117941655,34907,0.076132889170666,235,13,1537
1459814400,4.51157502511905,4713664.43775899,3.022984375E+022,1527.7717553456,6033,25705574927343.3,93,2.86069272825868E+019,1918397536244.32,818708627.695,171.163612511618,3.16034506772826E+022,1212,6.78776E+024,1282980842,39173,0.041427554221434,223,19,1448
1459900800,3.3456463195532,4712454.88590939,3.007828125E+022,1336.77098600933,6004,25667178173748.2,91,2.16791327625232E+019,1894439759421.21,850565051.955937,178.183537956962,3.12843353827625E+022,1136,6.81902265625E+024,946603089,32078,0.100300323593759,233,22,1455
1459987200,3.41307691290956,4712442.72383672,2.982796875E+022,1404.41172518058,5953,24640302120960.7,94,2.14127194869204E+019,1812659262509.56,794910619.44,173.437265190799,3.11887564694869E+022,1161,6.85019E+024,957476321,31893,-0.02734433636915,242,27,1544
1460073600,3.89825872072996,4712455.92838413,3.0575625E+022,1540.88151425762,6102,26137897303601.6,97,2.51675382660334E+019,1973048220070.48,768409004.0825,157.67032004499,3.1939542538266E+022,823,6.882104375E+024,1120960125,34010,0.028178447559893,237,31,1277
1460160000,3.15808789232727,4712456.21591101,2.972359375E+022,1317.79049384797,5933,26848506820572.9,91,1.99980599971224E+019,1960189595187.2,722934757.57375,144.55321142163,3.09335918099971E+022,931,6.91301796875E+024,882969880,31923,0.051419078718867,230,12,1173
1460246400,2.95158910613586,4712451.38845837,3.039234375E+022,1280.92135201979,6065,27085095130923.4,99,1.94470129476767E+019,2037024862971.53,694802153.65,137.381857139292,3.18011657629477E+022,1249,6.9447996875E+024,843594204,32237,-0.034892585842963,236,7,1173
1460332800,2.89364523860492,4712440.99848408,2.97428125E+022,1261.85514569648,5937,27013024771928.9,94,1.86565029085932E+019,1971575627451.2,688755798.86,137.043238891454,3.09852190029086E+022,1059,6.97576625E+024,809577184,30327,0.045384325276957,203,11,1537
1460419200,3.61939319650918,4712445.53732336,3.01340625E+022,1451.45868661679,6015,26094004252502.1,101,2.29060121479988E+019,1930473092384.18,594999060.905625,122.501091224436,3.1405718512148E+022,1245,7.0071490625E+024,1025930028,34673,0.030137578150311,243,8,1536
1460505600,4.40386838114663,4713157.06899418,3.013984375E+022,1477.32718204489,6015,27242489467864.1,89,3.29671242100454E+019,2027421380536.64,633969977.763125,124.681958392021,3.151906087421E+022,1216,7.03863515625E+024,1248480822,36051,0.107444766518469,239,15,1407
1460592000,3.95275345740545,4713201.5402757,3.016421875E+022,1405.60787244644,6021,27545064264440.5,84,3.17285716006255E+019,2040375130699.3,670598626.84,130.637905391357,3.14328223216006E+022,989,7.07003625E+024,1121719747,34781,0.100156207038567,222,13,1358
1460678400,3.70028645841192,4712872.2648952,3.03603125E+022,1412.21917808219,6059,28308672931126.4,92,2.33788742306267E+019,2122167529802.15,650298668.74125,123.006797027241,3.17568163742306E+022,833,7.1017696875E+024,1056627642,34959,0.063876026800396,238,11,1191
1460764800,2.66606060441361,4712456.64047184,3.016E+022,1215.2877554411,6019,28881565674615.8,99,1.7224482778205E+019,2151074943473.99,671135111.39,124.370870678218,3.15484744827782E+022,787,7.1333009375E+024,756208802,30483,0.07893164251464,202,9,950
1460851200,4.23906547951426,4713395.53865337,3.0139375E+022,1917.37639235245,6015,28216842207883.4,96,3.02081937038635E+019,2099280806855.03,748201808.615625,141.948612928504,3.15333331937039E+022,878,7.1648040625E+024,1201820598,40203,-0.003252186486012,188,9,1014
1460937600,3.17880882715401,4712424.42725021,3.034640625E+022,1350.94830718415,6055,29522781690775.2,93,2.00991878236724E+019,2224801291535.15,706523354.51625,127.816495157268,3.18796304378237E+022,910,7.19666359375E+024,907032725,33513,0.048480429856578,133,9,1265
1461024000,3.03603168479358,4712467.83983917,2.99121875E+022,1317.15630758921,5969,30025520843666.6,91,1.91049458500097E+019,2223765137484.05,694917090.355313,123.619845848976,3.134566744585E+022,841,7.22799015625E+024,853996868,32622,0.064750484791477,104,9,1264
1461110400,3.77597399413365,4712465.93702479,3.032078125E+022,1359.21619834711,6050,30156469916420,98,2.3848410608173E+019,2269763007713.88,676964195.01375,119.855629806743,3.18552546606082E+022,1028,7.2598215625E+024,1076546004,32944,0.06934722658939,108,24,1323
1461196800,4.42670976291783,4712618.10801336,3.001515625E+022,1504.17512520868,5990,30871168775203.2,88,3.03808260504793E+019,2289254378966.75,646304665.645313,111.80275203201,3.14042870760505E+022,1975,7.29119546875E+024,1249597416,37181,0.111325930422693,104,19,1412
1461283200,3.23770273424586,4712457.61117559,3.021984375E+022,1290.76968993533,6031,29743747106690.3,103,2.05760795602496E+019,2219076317705.15,621175531.843125,111.490901210334,3.15972948295602E+022,1079,7.3227721875E+024,920182050,31678,0.060281982228029,104,48,1238
1461369600,3.02056122354364,4712461.98430012,3.032171875E+022,1270.27697901173,6051,30868840352074.7,91,1.95139447521599E+019,2314448469915.97,659518631.697188,113.865540049357,3.17131076947522E+022,993,7.35446578125E+024,861316279,31845,0.033173290026688,104,23,884
1461456000,3.60289839740915,4712470.17154322,2.9976875E+022,1433.01788998495,5981,30606558462805.2,101,2.24860145178235E+019,2282030666867.96,635167610.25,110.489263696969,3.15174860145178E+022,1096,7.38596078125E+024,1015487149,34046,0.022806511724641,107,6,890
1461542400,3.7487900317527,4712714.41857798,3.059328125E+022,1398.70265399738,6104,31522078973066.1,89,2.38621661786472E+019,2397721099664.24,590150696.161875,99.6593966311048,3.21608934161786E+022,1121,7.4180978125E+024,1078392266,35430,0.067846709169227,122,6,1371
1461628800,3.34960397149839,4712470.92439516,2.98278125E+022,1344.46572580645,5952,31494408551751.9,91,2.16593834799307E+019,2327815891336.66,595945320.9375,100.876121689874,3.13094718834799E+022,1199,7.449385625E+024,939517922,32582,0.072776088523429,142,15,1263
1461715200,3.21753539892855,4712453.93879908,3.0380625E+022,1313.78571428571,6062,31083107338223.1,90,2.04501527249888E+019,2343464828717.42,617647021.24125,105.752663598672,3.1895450152725E+022,1244,7.481260625E+024,919149984,33847,0.115367248414255,156,40,1335
1461801600,3.56229537120324,4712467.12719735,3.021875E+022,1407.93034825871,6030,32021479789432.7,91,2.2638623847726E+019,2397904794417.01,580517415.4625,96.5207261326482,3.17051386238477E+022,1095,7.512943125E+024,1012268150,34343,0.114149845459914,168,30,1279
1461888000,3.74220511304185,4712451.18126036,3.021859375E+022,1423.20696517413,6030,32661419779125.6,95,2.34352529152329E+019,2445448200823.65,597455175.312813,97.3726565672878,3.17070290029152E+022,1094,7.54462671875E+024,1063388022,37332,0.026206942449852,155,11,1282
1461974400,4.84549719734378,4712517.01039947,3.036109375E+022,1588.10647078244,6058,33711374132982.3,90,3.21524560634667E+019,2541228932038.35,702748873.918125,110.925772643173,3.19238712060635E+022,6044,7.5765184375E+024,1383313281,45769,0.128130674562532,152,15,980
1462060800,5.39876328066312,4712460.8444968,2.97678125E+022,1680.53416358129,5942,34485646807171.9,90,3.67006692373878E+019,2519767225621.25,697449490.53,107.943992840632,3.10495131692374E+022,2580,7.60753125E+024,1511731587,39578,0.083953950125538,150,28,1050
1462147200,4.10911369426742,4712477.13009868,3.04684375E+022,1480.21069078947,6080,32280299820201.3,102,2.74278673977617E+019,2435219840602.69,798883816.124375,131.547907110398,3.19389903673978E+022,3993,7.6394428125E+024,1177337542,41748,0.024468882228184,100,16,2051
1462233600,4.01851666067707,4712453.86372646,3.034E+022,1446.31235546746,6054,34161431954232.1,93,2.68409902306588E+019,2570410522389.61,746613074.150625,115.987508602827,3.18180909902307E+022,1569,7.6712340625E+024,1146450482,37821,0.155360329530627,57,26,1871
1462320000,4.26399723195735,4712462.91989967,2.9969375E+022,1497.95719063545,5980,34166530146133.6,102,2.73227470289158E+019,2540344787717.16,751690603.636875,116.879278529471,3.14860727470289E+022,1718,7.7026928125E+024,1201616945,37484,0.149050642992385,54,12,1636
1462406400,4.77534016148733,4712788.72536028,3.02575E+022,1485.98326983601,6037,33867699289098.3,100,3.11348114446921E+019,2548701166408.76,780698295.829375,122.192045857955,3.18111348114447E+022,1601,7.7344728125E+024,1358637069,38707,0.066849465074001,61,24,1753
1462492800,5.64453201316316,4713031.07804716,3.018265625E+022,1625.26320159415,6022,34082092011631.9,91,3.51748890595766E+019,2558523712817.64,739525382.980312,115.118786346803,3.17728311390596E+022,1438,7.76621046875E+024,1602023916,41271,0.103323541449137,53,13,1871
1462579200,3.5992600966922,4712466.84468938,3.0013125E+022,1374.83266533066,5988,34083752778530.9,93,2.42278234341613E+019,2546813749284.67,742212299.071875,115.381574856219,3.15973528234342E+022,1369,7.79778359375E+024,1015648265,35864,0.079618210224983,49,27,1326
1462665600,4.42481065321353,4712479.47116179,3.032671875E+022,1530.22822673938,6051,34463251787782.6,87,2.89009012758702E+019,2596710290954.45,753686044.07,115.888726808039,3.18781196512759E+022,1681,7.8296328125E+024,1261744195,40063,0.058068332412443,57,15,1365
1462752000,4.14152850101704,4712455.96326936,3.028953125E+022,1459.58173395103,6044,34881473502955.9,88,2.63419338861104E+019,2619743999544.91,744401678.37875,113.230381718728,3.18277481838861E+022,1789,7.86143421875E+024,1179593620,38560,0.031120705520594,87,18,1927
1462838400,4.27402752200646,4712481.22854291,3.01334375E+022,1481.18063872256,6012,35705212408403,95,2.770144955318E+019,2678717440176.71,750290349.912187,111.221853887154,3.17286389495532E+022,1616,7.89313515625E+024,1210893421,40684,0.064664893434147,151,18,2063
1462924800,5.01603359103819,4712487.04954346,2.9644375E+022,1558.5437943862,5914,34838580958215.7,99,3.16268258168184E+019,2576603383368.04,796945756.449062,121.054322025953,3.12847518258168E+022,2679,7.92438828125E+024,1397950926,40811,0.083553570922306,162,34,1900
1463011200,5.68143690928228,4712510.34940154,3.057203125E+022,1679.38481718315,6099,34610292185126.9,99,3.92625397219513E+019,2640637107457.83,807663021.70625,123.527979802655,3.22962937897219E+022,3168,7.9566453125E+024,1632935906,45002,0.085097912624823,175,32,2001
1463097600,5.79594836066556,4712462.9289248,3.040421875E+022,1674.22213060686,6064,36816837670641.3,95,4.31908783962212E+019,2813675684482,838387764.9275,120.082870520238,3.22399096283962E+022,2809,7.98884203125E+024,1656271950,47739,0.075021829206713,179,24,1831
1463184000,5.47718831094425,4712452.33685801,2.98734375E+022,1682.89157435381,5958,36846791883711.6,101,3.54513350692125E+019,2768627001262.22,811509273.485625,116.112100019628,3.17032638350692E+022,2361,8.02050984375E+024,1537818716,45745,0.012117350125917,194,30,1518
1463270400,5.05483874809464,4712508.09027431,3.014921875E+022,1539.68844555278,6015,37117836238683.3,103,3.13052073619246E+019,2788563368348.3,795819350.83875,113.495213782299,3.18398989573619E+022,2461,8.0523184375E+024,1432831255,43073,0.003101335266807,215,11,1803
1463356800,4.4649818438383,4712470.74349941,2.98784375E+022,1491.40882402281,5961,37376580841494.4,99,2.75984398168887E+019,2781613597347.33,884235778.32,125.176385788317,3.15391609398169E+022,1762,8.08383E+024,1254259751,37424,0.087678555513478,217,20,3160
1463443200,4.48818239327531,4712487.96244441,3.04346875E+022,1515.02701367155,6071,36460943952103.8,84,2.84667373773117E+019,2777192964685.13,982344915.54875,142.239025510074,3.22206542373773E+022,2511,8.1160221875E+024,1284047189,40309,0.123574240692254,197,30,3386
1463529600,5.32674823113366,4712453.3658255,3.0398125E+022,1688.83968332509,6063,37898666498014.5,94,3.50700451096282E+019,2892843814287.1,1065305362.76063,149.029900100483,3.24394450451096E+022,5138,8.1484265625E+024,1521937451,46033,0.058149587193407,208,14,3283
1463616000,5.12749688107487,4712564.123274,3.012671875E+022,1576.22675095658,6011,39514907573355.6,95,3.31446751217412E+019,2959044583328.82,1161957746.30906,156.389444886099,3.19367384251217E+022,3937,8.18033015625E+024,1452477473,44523,0.059398992061438,279,25,3380
1463702400,5.82835893906939,4712617.05466291,3.02596875E+022,1677.15438131522,6037,40047359455194,93,3.80279693732348E+019,3019774847807.74,1101453694.01969,146.074974336159,3.21277154693732E+022,5368,8.21241984375E+024,1658172149,45177,0.095436464342717,341,36,3080
1463788800,5.73073552643753,4712613.59772613,2.998078125E+022,1672.66995485705,5981,40660884960979.4,92,3.57999311368863E+019,3043448414845.53,1119546785.75625,146.104290057247,3.18753311811369E+022,4616,8.244259375E+024,1615273249,43621,0.131928803429361,383,19,2105
1463875200,4.4352877532104,4712463.92422748,3.0491875E+022,1493.91995397765,6084,40059205080529.1,101,2.88760891147671E+019,3033650218077.57,1140871252.03625,151.227600002299,3.22851260891148E+022,2439,8.276515625E+024,1271624964,38895,0.010477948168394,442,21,2800
1463961600,4.67908136914865,4712495.1365375,3.0145625E+022,1568.38400133045,6013,40333226471975.5,100,2.96344093351398E+019,3047866153188.98,1080284991.7875,141.700116523712,3.21102594093351E+022,2767,8.30859625E+024,1325875411,43806,0.045344099273209,350,13,3791
1464048000,4.4558491858057,4712464.18469218,3.012828125E+022,1528.31713810316,6010,41103939942918.3,89,2.85958066832254E+019,3097543437133.58,1014024446.19437,130.504154876169,3.20318770566832E+022,2534,8.34059953125E+024,1261981585,42911,0.133576951280957,295,18,3236
1464134400,5.16290723410079,4712474.86266379,3.023203125E+022,1669.85204843258,6029,41013471441435.9,85,3.27334181651974E+019,3126327811496.49,1007198326.69313,129.814842128741,3.23897646681652E+022,3454,8.3729565625E+024,1466859954,46443,0.160561305446155,336,45,4014
1464220800,5.7044748179155,4712495.72769563,3.0171875E+022,1733.24406047516,6019,41949961853088.3,100,3.55583958399495E+019,3161298629924.28,994733444.081875,125.5271401285,3.207993339584E+022,2866,8.4050009375E+024,1618046432,51147,0.144624486311019,319,34,3128
1464307200,5.83082458837503,4712494.04846981,3.030734375E+022,1726.58081058726,6045,41744161122368.9,86,3.79956614516885E+019,3175261885372.78,893769649.165937,113.22418121396,3.23597144114517E+022,4299,8.43732265625E+024,1661028547,49006,0.074799676181651,359,23,3019
1464393600,10.4399193616547,4712822.05050673,3.018296875E+022,2435.93603588636,6019,42700948993750.5,98,8.0972786453789E+019,3252982017093.36,930344543.03,115.137122551962,3.23995665364538E+022,12894,8.46964125E+024,2961437212,70148,0.104598600307088,335,16,2233
1464480000,5.75607554686911,4712509.46975504,3.008109375E+022,1675.38143642726,6001,43615343385981.1,85,3.87887229112442E+019,3275694018884.62,988682498.27125,120.004098215864,3.20111324729113E+022,3415,8.50161359375E+024,1627804887,45890,0.128435895289985,327,29,2283
1464566400,4.97415331017646,4712463.52954886,3.01128125E+022,1543.33011486599,6007,43389930296800.8,98,3.18557468224424E+019,3266297530675.84,1005184229.79,122.404115352473,3.20359182468224E+022,2544,8.53361765625E+024,1408071800,42927,0.058837107509568,299,16,2956
1464652800,5.03242616748731,4712500.73466981,2.975171875E+022,1593.73349056604,5936,43586165538049.4,97,3.11542376751028E+019,3226586976636.16,1115965704.58125,135.487779050996,3.15641229876751E+022,2821,8.565150625E+024,1407740921,44386,0.070914152068437,217,13,3187
1464739200,5.01026184150267,4712476.97830767,3.027046875E+022,1562.13644643153,6039,41998168141641,89,3.1200754211332E+019,3169792296893.99,1114798756.30406,140.3833469402,3.21754195042113E+022,2477,8.59729484375E+024,1425852805,42221,0.017258394008266,202,16,2873
1464825600,4.04033648869287,4712496.35638999,3.04309375E+022,1453.2371541502,6072,42897854587638.3,96,2.58601070977042E+019,3240178229617.22,1111211862.58063,136.976074948272,3.22080476070977E+022,2136,8.62947703125E+024,1156113110,39666,0.131906036936518,206,36,2663
1464912000,3.99955381563818,4712477.88107481,3.02271875E+022,1428.59927019406,6029,44990385806553.4,91,2.52400897144033E+019,3413333089837.47,1111656573.32438,130.388257012285,3.22974275897144E+022,2080,8.66174921875E+024,1136334398,39834,0.165471716456834,235,20,2295
1464998400,3.90802568958004,4712514.9459774,3.01590625E+022,1408.99185505319,6016,44999881815595.7,99,2.43835327478438E+019,3396866078718.92,1102415018.30187,129.350646338417,3.21659460327478E+022,1879,8.69389078125E+024,1107944429,37875,0.093919819647446,223,18,1720
1465084800,3.83128881932183,4712489.80697635,2.988375E+022,1396.07479456649,5963,44882540127440.7,99,2.38388060763986E+019,3326191023564.84,1118186182.02656,131.608932142747,3.16069638060764E+022,1854,8.72547390625E+024,1076614254,37896,0.072862333499463,211,10,1659
1465171200,3.96392612355446,4712499.74623445,3.0611875E+022,1425.63408644401,6108,45277024197594.9,96,2.58661862687805E+019,3441892302428.28,1127518994.48625,131.40227154732,3.23977411862688E+022,2186,8.75784578125E+024,1140974452,38957,0.074725043937237,207,14,2228
1465257600,10.0759624047697,4715372.08998331,3.00265625E+022,1692.57679465776,5990,46205896845161.6,101,6.74821121367682E+019,3465442263387.12,1164324861.77219,133.118182774167,3.20134196121368E+022,5768,8.78979171875E+024,2845963523,46141,0.025874786766847,227,8,2327
1465344000,4.40182898375929,4712508.66967657,3.052734375E+022,1436.94697094073,6091,45852035353486,95,2.84308121929275E+019,3478174070679.95,1167215310.1075,134.227154878076,3.23313995621929E+022,2900,8.8220946875E+024,1263496163,40433,0.07300117245737,223,16,2342
1465430400,4.50990958849218,4712561.16185161,3.05284375E+022,1476.50525279054,6092,48157943240744.3,95,2.88947670119375E+019,3639714923171.99,1171723868.20125,128.409100551669,3.22548322670119E+022,2379,8.854320625E+024,1294746453,39854,0.081730353641193,248,30,2018
1465516800,4.68263747947689,4712518.57014571,2.957421875E+022,1437.32141646899,5902,46854822859579.6,95,2.88965116068686E+019,3423547415654.24,1130109790.55219,127.285463672006,3.11931152616069E+022,2567,8.88548484375E+024,1302395289,40145,0.075478166489392,254,20,1803
1465603200,4.33403965613882,4712425.68465816,3.063984375E+022,1381.52469741577,6114,46818050734767.2,90,2.72246302395875E+019,3555787603258.6,1133799189.88313,127.668405683494,3.24026933802396E+022,2518,8.9178603125E+024,1248713565,36901,0.045254088105921,242,14,1459
1465689600,4.55348865027302,4712587.84550701,3.0398125E+022,1462.55795548228,6065,47367415475699.5,100,2.9164100998113E+019,3581064327398.95,1260548253.89438,140.201566601629,3.22460391009981E+022,2909,8.9500771875E+024,1301471081,42581,0.130217593673272,223,13,1992
1465776000,5.86669247285373,4712493.30161078,3.048984375E+022,1599.27284681131,6084,49148506149056.6,87,3.69064528154653E+019,3715149232170.01,1421414722.95469,152.398386155462,3.22611252028155E+022,4964,8.98230140625E+024,1682028208,46185,0.065413198984776,195,11,2851
1465862400,6.15620097797862,4712535.15625518,3.025171875E+022,1713.38376139188,6035,49639706079654.6,97,3.84692114358091E+019,3749406503192.43,1515156978.9125,160.515974825993,3.21839379614358E+022,4265,9.014446875E+024,1750832772,50335,0.122089500829958,123,27,3211
1465948800,4.89925941167988,4712549.0459464,3.010578125E+022,1522.93224571333,6007,49731949051631.5,96,3.04563759145773E+019,3718384153628.93,1483330370.63437,156.983248485651,3.18974876259146E+022,2992,9.04631390625E+024,1386896176,43251,0.110872741074987,165,27,2800
1466035200,6.40145273003855,4712441.25835411,3.014515625E+022,1603.90756442228,6015,49683193932161.1,102,4.08152922505968E+019,3717038953443.17,1671227432.30812,176.97950081379,3.19184715422506E+022,5533,9.0781915625E+024,1814513168,43392,0.003453176285316,227,15,3091
1466121600,34.9586719343809,4743520.64711917,2.940953125E+022,2137.90716361771,5849,48271913454318.4,105,2.29306004249127E+020,3856724752027.32,1256573560.28094,135.133336270461,3.36457122542491E+022,14145,9.11160796875E+024,9699231882,66558,0.014492500362969,227,21,7939
1466208000,47.0112115491592,4714119.00866021,2.96371875E+022,2043.86262523349,5889,45677830453902.9,99,2.71194911213586E+020,3763134226514.83,921931997.055,104.625346982646,3.46583824112136E+022,14734,9.14599515625E+024,13050992504,63083,0.031905171769053,224,133,5854
1466294400,8.65389787860982,4712571.46255223,3.119046875E+022,1624.08421729348,6222,49427032604314.5,96,5.41274846775335E+019,3854049984435.96,1001062603.27125,106.373171917637,3.32495962346775E+022,6551,9.179190625E+024,2537463020,51035,0.076834611769608,268,89,4562
1466380800,8.67080834632175,4712531.03580434,2.982171875E+022,1708.79475542108,5949,51163658037934,92,5.17672177062113E+019,3813587474123.78,950284482.834375,97.459242994697,3.17666109677062E+022,5737,9.21090546875E+024,2430847865,47118,-0.075656961453856,523,56,4434
1466467200,10.0907250681868,4712524.87581264,3.00715625E+022,1628.52125354226,5999,49999739034205.1,88,8.28444351301398E+019,3755188733714.78,1032724160.80344,108.550068265747,3.20712819351301E+022,4411,9.24289390625E+024,2852692046,47323,0.093577007723511,334,43,4253
1466553600,7.97047652978045,4712458.79280013,3.0771875E+022,1614.30754194494,6139,50997243925246.7,101,5.14450641653435E+019,3913920422086.93,1073782181.96281,110.441321981999,3.27220700641653E+022,5761,9.27556453125E+024,2305841686,48615,0.080115741438278,237,62,2923
1466640000,5.18881306242628,4712434.986007,3.0085625E+022,1513.35465600533,6003,53454465842624.2,96,3.19782696884796E+019,3993617789515.5,1104290334.86187,108.405917947118,3.18801032696885E+022,3532,9.30741265625E+024,1467850211,41908,0.058780665920769,221,40,2277
1466726400,6.44964503827291,4712436.22194638,3.0285625E+022,1637.72591857001,6042,52794315748064.2,92,3.94267481733374E+019,3987681765878.09,1159231444.19531,115.107241966786,3.22113017481733E+022,3803,9.33958453125E+024,1836377741,45331,0.041313051313996,204,49,1788
1466812800,4.6057087323874,4710615.28592864,3.00559375E+022,1414.54184728243,5998,53443516973246.9,96,2.83016482213787E+019,3971150219539.87,1162124406.63375,114.042358007065,3.17142391482214E+022,2355,9.37127046875E+024,1301309403,36684,0.142301467564954,187,18,1403
1466899200,5.08664060262003,4132684.27412426,3.03390625E+022,1452.61797752809,6052,53888782236589.9,99,2.74679857903828E+019,4090308262818.94,1125135615.56938,109.275037501839,3.23421554857904E+022,2433,9.40358515625E+024,1272219947,41613,0.023008800670037,148,19,1270
1466985600,6.7271548795721,3143705.9656312,3.033109375E+022,1409.61830799736,6052,55303778604025.8,85,2.76580565179782E+019,4165065826115.69,1143497213.82,108.281584059408,3.2122501806518E+022,2661,9.43568E+024,1279888878,39663,0.131381442401014,147,11,1873
1467072000,7.35834782393159,3292256.86731498,3.040640625E+022,1482.44981044998,6067,55833084751572.1,100,3.21001779296892E+019,4215914871750.65,989955657.660938,92.7796492572254,3.21935064279297E+022,3366,9.46784140625E+024,1469765402,43089,0.095718721540397,183,9,1915
1467158400,9.03868146358965,4710635.67267568,3.003E+022,1792.03889167084,5991,54944671241226.1,97,5.68564521144463E+019,4115126939837.66,1040063796.32375,98.9973564084153,3.19268564521144E+022,2924,9.49971140625E+024,2550844106,49897,0.069208468831643,184,45,1933
1467244800,14.342660333023,4711885.10125313,3.000546875E+022,2367.07819548872,5985,54996995593702.3,91,8.7887411162619E+019,4138141994845.59,1011116931.2,96.1101303178595,3.20739811611626E+022,2110,9.5316975E+024,4044720907,63952,-0.039637130967373,186,43,1857
1467331200,7.47606959430137,4711780.29149665,3.071265625E+022,1379.86355475763,6127,55237759351626.9,97,4.54540962086442E+019,4234255557706.31,997653765.819688,94.3442071079262,3.26637353462086E+022,2976,9.56431578125E+024,2158272351,40085,0.12290096883758,217,22,1511
1467417600,3.96943846375597,4711246.69198734,3.00896875E+022,1382.39230384808,6003,56608442303220.2,97,2.43756055502745E+019,4246288363045.95,982538923.03875,90.5658923538028,3.19409381055503E+022,2570,9.59623234375E+024,1122621260,39257,0.024875192042408,212,8,1108
1467504000,5.01127999799936,4711286.90521092,3.02959375E+022,1403.64201819686,6045,57744310528184.5,95,3.07268765864136E+019,4343521691234.62,967413410.995312,87.4945349368168,3.20704143765864E+022,3278,9.62827203125E+024,1427198980,39757,0.088553721348411,185,22,1288
1467590400,4.28292686965195,4711172.2569639,3.04053125E+022,1414.79380253832,6067,57432388367841.9,98,2.67728809560903E+019,4332688742842.52,926142375.335625,84.1929474677016,3.21677103809561E+022,2857,9.66041296875E+024,1224175371,39950,0.075555927279877,175,12,1599
1467676800,4.88335836118158,4711036.65355522,2.98171875E+022,1470.35333669524,5949,58417925334015.1,95,3.01588816600628E+019,4334015062396.26,853785704.389062,76.211848870623,3.16079713816601E+022,3905,9.69199078125E+024,1368607917,39270,-0.007126051407618,198,15,1805
1467763200,4.82058990257308,4710741.36005256,3.051484375E+022,1408.67690538765,6088,57059570493537.3,97,2.96920773155228E+019,4336923604526.15,859027872.67375,78.4799324548567,3.23845358273155E+022,3070,9.724345625E+024,1382496660,37900,0.057921861154433,186,19,1534
1467849600,4.28642210211629,4710758.6240888,3.02478125E+022,1414.12359178264,6036,57706027175898.3,88,2.6613300448324E+019,4321273099861.83,823385956.869375,74.3901343728525,3.19225508004483E+022,3132,9.7562415625E+024,1218807221,40433,0.131225075878953,217,21,1513
1467936000,6.52055437598231,4710733.40410274,3.005703125E+022,1580.6400933956,5996,57861616214721.1,102,3.93474835453302E+019,4345648467793.11,924319452.009375,83.1807571109481,3.19888787335453E+022,3107,9.78819109375E+024,1841766935,42506,0.103139205010879,283,18,1249
1468022400,8.09044669540398,4710524.10822723,3.0715625E+022,1416.74551093699,6126,56387963086431.7,96,4.91146846651364E+019,4355709093042.19,893594298.52875,82.3498194426064,3.28472396846651E+022,4018,9.82098921875E+024,2334633560,40410,0.118819038599545,210,18,1021
1468108800,4.50395826892507,4710348.62272577,3.029796875E+022,1407.03225272908,6046,58468082581843.2,91,2.76460538779715E+019,4385782907557.01,898036508.706875,80.0232197525794,3.1993114803878E+022,3120,9.8529546875E+024,1282671816,39358,-0.03692248769826,199,9,1137
1468195200,4.58036783841028,4710578.41831149,3.02178125E+022,1420.6435561453,6029,59261453986692.2,99,2.85486932575698E+019,4454897495874.6,866448364.69,76.0301784133799,3.20138611932576E+022,2560,9.88494E+024,1300828006,38582,0.07234918934713,196,5,1437
1468281600,5.37160383628748,4710585.34648685,3.009796875E+022,1566.69713619714,6006,59737873626775.7,99,3.26386390418507E+019,4454066920181.59,863507329.398125,75.2359462454684,3.17937323890419E+022,3656,9.91670109375E+024,1519722103,40811,0.021311111810291,113,11,1366
1468368000,4.01122173455292,4709920.60581663,3.049796875E+022,1356.74088070983,6086,59852742281606.4,90,2.47497501579735E+019,4517358014101.33,855650395.9575,74.3784541966375,3.2183343500158E+022,2828,9.9488596875E+024,1149799735,35740,0.039794231716796,100,12,1295
1468454400,5.26025485635329,4709149.18046992,3.007640625E+022,1536.05749041826,6001,59831695033664.9,93,3.24096418806957E+019,4471449708708.04,946992134.189062,82.2527096938969,3.18431908918807E+022,3139,9.98067046875E+024,1486527204,42809,0.033819323281248,113,10,1357
1468540800,4.81426010794034,4709212.39645959,3.00165625E+022,1457.48814295257,5988,58710231555556.7,100,2.91469703690414E+019,4401908333528.89,974427842.39625,86.1299974422778,3.1913834470369E+022,3494,1.001255515625E+025,1357561838,41110,0.041174528024681,112,24,1258
1468627200,3.81780103385295,4709294.18697583,3.047484375E+022,1349.47607301431,6081,58592808940237.9,85,2.38808601919603E+019,4427690388551.08,951014159.88875,84.2724940630343,3.2194349610192E+022,2236,1.0044725625E+025,1093312003,38062,0.134898514923361,108,26,973
