timestamp,average_block_utilization,block_gas_limit,block_mining_reward,block_size,blocks_per_day,difficulty,distinct_miners,fee_mining_reward,hashrate,market_cap,mining_revenue,mining_reward,new_accounts,total_ether_supply,total_gas_usage,transactions_per_day,score_twitter,volume_gg,volume_twitter,volume_wiki
1440460800,0.714932821709025,3141593.34255444,2.553734375E+022,679.72984108299,5097,5172576754356.34,257,8.25975582511054E+018,325201816315.551,85141404.9646875,96.2199226201525,2.67443535058251E+022,268,7.6044109375E+023,114480057,4487,0.026326164260416,46,9,608
1440547200,0.633128040757151,3141593.22206676,2.506234375E+022,668.652408554867,5003,5586891038976.2,229,7.44772927855698E+018,343102359407.497,84444020.6925,88.3954373509343,2.61454164792786E+022,223,7.865790625E+023,99511209,4156,0.083356357761528,45,5,572
1440633600,0.999875317682313,3141600.21941376,2.35815625E+022,707.929056924384,4708,5925338021264.86,218,8.67096304288794E+018,341118418029.762,82287845.68375,81.2969187457328,2.45414834630429E+022,229,8.11111875E+023,147888097,5590,-0.011493973679749,50,4,519
1440720000,0.765526963098824,3141596.14055448,2.330515625E+022,690.880077369439,4653,6250706008786.42,197,9.92514837050521E+018,355219519712.284,94698925.790625,88.6933405106796,2.42350813983705E+022,195,8.3533703125E+023,111903559,4758,0.036954450073318,41,12,433
1440806400,0.728734414148992,3141593.3046893,2.168125E+022,682.036498036498,4329,6657465771943.19,198,5.50745152606155E+018,351443303076.77,85984065.986875,75.6480449621579,2.25305074515261E+022,134,8.5786203125E+023,99107570,4139,0.091902480292336,36,11,375
1440892800,0.786340820520056,3141593.85511432,2.080296875E+022,688.936462093863,4155,6781030241255.45,183,5.63417374243262E+018,340150290111.124,96213884.085,83.2754864036309,2.14592279237424E+022,211,8.79315625E+023,102643603,4572,0.039601183321006,41,3,351
1440979200,0.996477754133776,3141593.46069869,2.06384375E+022,730.651382823872,4122,7213546656840.64,183,7.42453381437899E+018,359341490868.543,98429309.4093751,80.024613011274,2.13008620338144E+022,169,9.006090625E+023,129040364,5196,-0.006108427907729,47,10,532
1441065600,1.13313227904121,3141600.34230574,1.971671875E+022,741.282630777044,3938,7641719559416.72,181,7.8437698558944E+018,363512354041.698,98456772.4171875,75.5781656285992,2.03508125198559E+022,203,9.2095203125E+023,140186844,5153,0.102813714063861,50,9,500
1441152000,1.24020057257991,3141595.80654179,1.790609375E+022,766.281520827509,3577,8283302717777.77,172,8.15373533105101E+018,355779356315.663,94104635.53875,66.699181205507,1.8395497485331E+022,160,9.39339375E+023,139367393,5195,0.105763744622049,47,15,480
1441238400,1.18859205819965,3141598.040201,1.69346875E+022,755.390481820869,3383,8350014245861.75,149,6.97002567409968E+018,339122685054.732,91938055.62375,64.6042404353263,1.73879075256741E+022,154,9.567203125E+023,126323875,4777,0.068113720099779,47,8,544
1441324800,1.19765153431833,3141597.69345037,2.225125E+022,762.356740940806,4443,6468119043995.78,166,9.7338563614693E+018,349982135771.763,92697036.713125,83.7938290276163,2.30916088563615E+022,154,9.798021875E+023,167169621,5642,0.043479166666667,49,2,455
1441411200,1.03134237755486,3141596.29282666,2.46478125E+022,752.894940052835,4921,6235321269939.09,185,9.14122832360337E+018,374913124969.139,100031127.7975,93.6866083594557,2.56382037283236E+022,181,1.00543125E+024,159443421,5519,0.053007349285706,43,6,340
1441497600,0.912915680165187,3141595.14704701,2.494390625E+022,733.459421454399,4978,6304832065017.6,177,8.05548773451599E+018,388433114376.026,94954067.040625,87.6064282359628,2.61763367377345E+022,139,1.03159953125E+024,142769611,5521,0.012902636670228,39,4,421
1441584000,1.12570060617182,3141594.58771204,2.422359375E+022,752.599917252793,4834,6339252840420.16,186,9.25642239586653E+018,379841573551.565,90603142.62,83.1463994803703,2.54697251723959E+022,235,1.05706E+024,170954165,5702,0.049409867601022,39,3,549
1441670400,1.03202400557376,3141597.70302661,2.4669375E+022,759.387162299411,4923,6076605596134.67,197,1.03799263020444E+019,370785471097.477,89904319.89,85.927159484023,2.5902879926302E+022,143,1.0829525E+024,159613715,5622,0.074896985430392,42,6,528
1441756800,1.09752672282917,3141595.32929494,2.522890625E+022,764.624031777557,5035,6202321416838.42,197,9.84060106916306E+018,386137579874.698,88474438.4940625,82.8444908163932,2.64374968510692E+022,186,1.10938015625E+024,173606036,5604,0.062277643730885,46,8,625
1441843200,0.90049071305134,3141596.78912652,2.507484375E+022,729.939636218269,5003,6289600615234.52,188,7.92580717079699E+018,392080890204.319,84849145.255,78.2606050254784,2.64521445571708E+022,105,1.135824375E+024,141533806,5341,-0.001250443824136,43,11,509
1441929600,0.990776616657369,3141594.4728652,2.576921875E+022,735.908967127018,5141,6560807263885.53,174,8.87672815267996E+018,421668550189.309,71380314.8781406,63.0379638569304,2.72487204781527E+022,193,1.16306421875E+024,160019709,6460,0.078076597443747,42,14,411
1442016000,1.17997687107979,3141593.24015121,2.518296875E+022,761.423398328691,5026,6832297198414.41,187,1.13548331935052E+019,424171784401.561,76127434.045,64.7590140048461,2.64124485831935E+022,149,1.1894653125E+024,186314190,5596,0.091485883838413,46,11,411
1442102400,1.13712743964574,3141592.38684369,2.491015625E+022,763.561255280627,4971,7021866173580.75,174,9.57872567391911E+018,432689994307.222,68678315.7684656,56.7499737265701,2.61809849756739E+022,215,1.21563671875E+024,177583552,6057,-0.00018506431969,35,6,454
1442188800,1.12623127275532,3141595.66646052,2.431125E+022,771.170068027211,4851,6626385092101.03,187,9.90154841939516E+018,399653850867.343,64050862.696575,56.0057518909469,2.55980265484194E+022,167,1.24122484375E+024,171636301,5572,0.006415307949651,38,6,510
1442275200,0.976676929219346,3141595.52932672,2.42690625E+022,755.324659231722,4842,6418812718166.4,187,8.42699714528331E+018,387803268389.22,69151345.0903031,62.354097900966,2.56237394971453E+022,181,1.26684015625E+024,148568242,5409,0.022930641411462,42,7,777
1442361600,0.938700295758227,3141596.27522195,2.4844375E+022,738.598466505246,4956,6179500602857.28,203,1.51466170778448E+019,383930083751.596,66192743.3494688,61.9356108744173,2.63332716170778E+022,153,1.29315828125E+024,146153300,5872,0.054739474768164,36,5,1082
1442448000,0.973905329654106,3141595.06905158,2.4098125E+022,753.392470881864,4808,6040326080714.77,193,8.55652379145551E+018,362139920116.927,64910462.9164125,62.1947160025549,2.54441815237915E+022,110,1.31859390625E+024,147106346,5368,0.024216941040027,50,8,855
1442534400,1.38645613229242,3141593.36551442,2.450796875E+022,784.675598281857,4889,5652876714578.03,205,1.18348210661985E+019,346369552395.557,62358648.6548625,63.6000241314686,2.59135535710662E+022,181,1.344495625E+024,212949263,5802,0.024101835889849,40,6,838
1442620800,0.946772075900735,3141593.95923592,2.54665625E+022,734.689641591178,5078,5548055213185.04,207,7.98220437292547E+018,357412908756.805,65170257.4080813,67.5559524373051,2.71876697043729E+022,112,1.3716753125E+024,151038683,5205,0.026163595818264,40,6,712
1442707200,1.23871269379778,3141598.73195099,2.658578125E+022,765.962488218662,5305,6202914364661.28,196,1.09696454717551E+019,408789286948.858,69027092.4551656,64.3911356532325,2.79936258954718E+022,126,1.39965796875E+024,206446103,6402,0.113274892281261,39,14,923
1442793600,1.19735960540397,3141598.88886699,2.5428125E+022,778.834482758621,5075,6541887303570.5,188,1.01807419409429E+019,410003700796.693,66232199.2800282,58.6494903019921,2.66620557419409E+022,139,1.42630984375E+024,190902398,6305,0.026234295351353,33,2,1012
1442880000,1.33280342329043,3141596.76618491,2.53015625E+022,806.98297366858,5051,6624174984096.5,187,1.14041451759166E+019,410100833216.808,65844591.7091969,57.6588261077009,2.63817166451759E+022,140,1.45268015625E+024,211491983,6804,-0.012797953326243,39,8,916
1442966400,1.22314174867958,3141597.14482091,2.58771875E+022,784.060019361084,5165,6895826434922.97,174,1.07002671047921E+019,438890619972.702,65773327.1170312,55.2448726930342,2.70910127671048E+022,159,1.47976046875E+024,198471252,7404,0.063414921468082,40,11,930
1443052800,1.16510068968208,3141597.03923521,2.515828125E+022,781.651065524796,5021,7028965537408.56,193,1.03195062665013E+019,436218902911.86,59849486.928175,49.2621146911154,2.63961007562665E+022,141,1.50614625E+024,183782502,6224,0.039155332922805,39,8,881
1443139200,1.10916233443777,3141594.24112368,2.56871875E+022,767.053062817011,5126,6976786085470.74,171,9.8365949161266E+018,443478115525.524,54480758.2509,45.1238353121443,2.70132740949161E+022,127,1.5331496875E+024,178617418,5851,-0.001803530117814,39,4,717
1443225600,1.03512028779728,3141593.72778905,2.47028125E+022,764.729006085193,4930,7226666742751.51,179,9.28914647862103E+018,440625930564.988,57317647.24455,45.830170768384,2.59196016464786E+022,68,1.55906E+024,160320021,5907,0.063245835579645,38,9,559
1443312000,1.10540706386729,3141596.43138487,2.391296875E+022,724.726168028494,4773,7253131296504.34,163,8.42387045044485E+018,426457256785.209,53120193.6583688,42.346771056441,2.50195176204504E+022,86,1.58407109375E+024,165754018,5760,0.005637491015557,32,3,573
1443398400,1.15418751098959,3141594.34845926,2.373296875E+022,755.213170113972,4738,6746139228544.26,177,9.27234660930711E+018,391416619822.828,43280478.3001688,37.1341932855987,2.47234910966093E+022,128,1.6087853125E+024,171799357,6123,0.074537942443237,32,7,705
1443484800,1.0655332056914,3141595.36573276,2.32490625E+022,762.180818965517,4640,6055152663434.54,175,8.87732842074942E+018,347260201936.552,50195167.1208,47.8476303774292,2.43773148284207E+022,147,1.63315375E+024,155322802,5738,0.039733630009941,36,18,734
1443571200,1.0794261128365,3141597.72398571,2.3840625E+022,741.895312171537,4757,5625579481016.38,171,8.385327115721E+018,332846785960.136,52864327.5888,54.1188711159603,2.51021353271157E+022,111,1.6582475E+024,161315703,5870,0.00772275513542,47,12,783
1443657600,1.02282546023327,3141596.18925144,2.610828125E+022,740.884069097889,5210,5653533945743.04,179,8.76794946344591E+018,365320370591.243,50238331.4433031,51.1867865019692,2.74307991994634E+022,105,1.68566953125E+024,167413168,6421,0.066236815667231,40,10,609
1443744000,1.08519230261212,3141595.4258215,2.5765625E+022,773.067664787089,5143,5981431895816.53,164,9.76529666285067E+018,378477872389.224,49829087.1963094,48.07990870547,2.69228902966628E+022,87,1.71258265625E+024,175336965,6063,0.066626926779487,38,7,624
1443830400,1.10808388185624,3141594.99566673,2.5430625E+022,768.651368918653,5077,6291563783528.42,163,9.79164836445863E+018,390965346687.084,50636081.8738313,46.4743687637094,2.64635416483645E+022,133,1.73903640625E+024,176738025,6112,0.068912129605305,31,12,528
1443916800,1.14415293546433,3141595.3970528,2.447390625E+022,775.840974212034,4886,6205299840265.33,159,9.43192578589795E+018,371097040215.867,49141199.1543312,45.7524928628224,2.54895881757859E+022,94,1.7645165625E+024,175625589,6624,0.009925649066425,31,6,507
1444003200,1.38041352681876,3141596.24795368,2.5090625E+022,771.40946296666,5009,6284722009998.41,158,1.14867735072301E+019,385593881655.111,46398464.8435062,42.6341698588155,2.61483617735072E+022,131,1.7906534375E+024,217225401,6279,0.095931880163613,25,5,597
1444089600,1.22837307598607,3141596.33312526,2.40715625E+022,781.023096129838,4806,6277106142175.41,157,9.99529995355286E+018,368489379086.964,48385350.9997,44.5481333078408,2.50465577999535E+022,103,1.81569E+024,185466056,6458,0.021323275230482,29,8,679
1444176000,1.44704417928693,3141594.40627498,2.506609375E+022,808.143085531575,5004,5983484603522.86,154,1.21829899207108E+019,366973205023.931,45175154.6811469,43.5818512437891,2.61457767399207E+022,101,1.84182359375E+024,227483136,7121,0.08743520690031,37,10,663
1444262400,1.27647009358953,3141595.17760093,2.58021875E+022,788.719138198758,5152,5977766161417.08,138,1.19729333683424E+019,375201688580.611,45834281.1328875,44.3044304937617,2.67941604333683E+022,68,1.86860578125E+024,206603046,6926,0.1161473067085,34,18,595
1444348800,1.17423609672231,3141594.46218145,2.456328125E+022,779.338430173293,4905,6122504456803.2,142,1.13092183843179E+019,364870086204.626,47956334.1110437,45.2772735202241,2.54589654683843E+022,77,1.8940534375E+024,180944156,6763,0.032255987869854,29,9,571
1444435200,1.1328105685548,3141595.74632353,2.45221875E+022,777.789828431373,4896,6031004243493.43,146,1.13828116170538E+019,360603795392.211,46353823.852875,44.3573841700319,2.5511070311617E+022,59,1.919553125E+024,174240457,6529,0.009529642828119,26,2,456
1444521600,0.969410730972643,3141594.70963927,2.541203125E+022,748.198304750641,5073,6139728257941.84,148,8.99879459915072E+018,381956474380.062,46902929.7044438,44.0334059831889,2.65197800445991E+022,59,1.94606390625E+024,154497993,6023,0.069442118725077,27,7,447
