timestamp,blocks-size,avg-block-size,n-transactions-per-block,median-confirmation-time,hash-rate,difficulty,miners-revenue,transaction-fees,cost-per-transaction-percent,cost-per-transaction,n-unique-addresses,n-transactions,n-transactions-total,n-transactions-excluding-popular,n-transactions-excluding-chains-longer-than-100,output-volume,estimated-transaction-volume-usd,score_twitter,volume_gg,volume_twitter,volume_wiki
1439942400,42214,0.439980717105263,745,7.78333333333333,398197.95309236,52699842409.347,892100.96,24.77607127,0.963495876805029,7.26088162521162,247961,122864,80473790,119064,69895,1803977.19266956,92590013,0.127222510929361,1423,53,11741
1440028800,42273,0.385212729032258,906,8.48333333333333,406057.123219183,52699842409.347,909597,25.1348193,1.09428579791074,7.78537925603848,222182,116834,80590624,113433,65769,1570874.33075624,83122435,0.100356448212503,1534,52,10337
1440115200,42334,0.397583318181818,809,7.58333333333333,403437.399843575,52699842409.347,904694.07,23.63760391,1.19011019576708,7.77823309919096,235230,116311,80706935,113062,65334,1529910.59623795,76017672,0.114803004360535,1811,91,9526
1440201600,42393,0.391901973856209,780,7.75,412658.093587566,54256630327.89,869575.88,22.96914083,1.44323482626464,8.06694076719699,259239,107795,80814730,104099,58836,1217558.10519093,60251864,0.10820768655261,1876,66,7411
1440288000,42448,0.404600737226277,816,8.96666666666667,369504.306022853,54256630327.89,787802.6,20.4380634,1.96110528871793,8.40027083799836,247407,93783,80908513,88760,55385,1169074.88373849,40171357,0.143966073099266,1656,43,8932
1440374400,42516,0.434771732484076,689,7.8,423446.540478744,54256630327.89,842084.76,24.8013553,0.904918226138693,7.19570659511562,237850,117026,81025539,111842,67242,1811809.74775576,93056448,0.094344413891961,1464,45,11436
1440460800,42583,0.486758152173913,641,9.78333333333333,372201.417745648,54256630327.89,771519.5,25.66812814,0.847689281843288,6.16919478650248,245539,125060,81150599,117845,68549,2136229.16189593,91014422,0.1635433636975,1371,27,9503
1440547200,42647,0.413826322580645,742,7.98333333333333,418052.317033155,54256630327.89,892476,25.67958618,1.03262918048573,7.10858708552039,243215,125549,81276148,120364,72479,1656288.98965849,86427540,0.011609618348967,1611,24,10627
1440633600,42706,0.396142946308725,927,8.1,401869.646696388,54256630327.89,855555.96,23.57561436,1.50420782341099,7.35430708133478,232198,116334,81392482,111998,67446,1595398.21747822,56877510,0.088400281869211,1721,24,8331
1440720000,42770,0.431331825503356,894,7.81666666666667,401869.646696388,54256630327.89,877903.33,24.08727019,1.1459374235131,7.21414168556684,243840,121692,81514174,114654,69493,1621121.82969799,76610058,0.079664647137804,1697,31,7371
1440806400,42828,0.356310812121212,910,7.46666666666667,445023.434261101,54256630327.89,946656.56,23.00206438,1.92478891462867,8.32430453210461,250584,113722,81627896,106197,62295,1154973.29573287,49182357,0.025318249138615,1764,39,8043
1440892800,42878,0.347467875,627,8.45833333333333,388384.088082415,54256630327.89,819141.99,17.61443105,2.05037280139627,8.87112553878143,229116,92338,81720234,88602,56062,799631.7901388,39950881,0.058320316787869,1727,62,9233
