timestamp,blocks-size,avg-block-size,n-transactions-per-block,median-confirmation-time,hash-rate,difficulty,miners-revenue,transaction-fees,cost-per-transaction-percent,cost-per-transaction,n-unique-addresses,n-transactions,n-transactions-total,n-transactions-excluding-popular,n-transactions-excluding-chains-longer-than-100,output-volume,estimated-transaction-volume-usd,score_twitter,volume_gg,volume_twitter,volume_wiki
1460246400,64500,0.566712890804598,1495,6.23333333333333,1443196.66613135,166851513282.777,1848004.29,33.20244548,2.19577150436276,10.1727619975559,320083,181662,121507459,178283,113342,1926491.65872797,84161958,0.147089974560954,1789,46,6910
1460332800,64613,0.749972509933775,1347,8.28333333333333,1252429.29072319,166851513282.777,1607456.49,46.95261581,1.44539249318137,7.39475241284767,414497,217378,121724837,213730,129963,2454123.87324448,111212456,0.079434926397901,1756,40,9268
1460419200,64733,0.794778967105263,1251,7.53333333333333,1260723.52443658,166851513282.777,1639676.5,50.12451616,1.12780130122306,6.82629683597003,413984,240200,121965037,236805,135885,3429822.60844809,145387002,0.160433555407172,1711,42,8641
1460505600,64847,0.727886617834395,1504,8.15,1302194.69300358,166851513282.777,1685701.7,45.40786925,1.28066759925063,7.56900961335542,355716,222711,122187748,218654,125739,3219968.15938193,131626794,0.163278974361108,1647,49,9055
1460592000,64970,0.745873739393939,1518,7.38333333333333,1465554.23046872,178678307671.688,1767502.96,46.24177359,1.51935455774596,7.6754181196017,415731,230281,122418029,228737,130347,2914673.07177847,116332488,0.047161373887047,1324,32,8202
1460678400,65078,0.750908744827586,1522,8.2,1287911.29344221,178678307671.688,1574760.3,45.74093808,1.30424628201489,7.2619797094766,367142,216850,122634879,214008,123004,3815209.06652476,120741023,0.149908173797273,950,31,7162
1460764800,65179,0.70813793006993,1303,7.96666666666667,1270146.99973955,178678307671.688,1550671.73,36.73111423,1.79985092606999,8.05037732126819,357397,192621,122827500,187475,116563,3332612.61700364,86155565,0.153587088629436,973,51,5785
1460851200,65278,0.652977209150327,1514,7.16666666666667,1358968.46825281,178678307671.688,1642389.18,33.55790316,2.0674417791081,8.57743020085858,351044,191478,123018978,184854,112911,2586774.19646778,79440650,0.132174941192557,1004,66,6340
1460937600,65383,0.783668133333333,1284,8.73333333333333,1199089.82492895,178678307671.688,1460870.32,44.35972629,1.39373101134314,7.19056097260847,398662,203165,123222143,199317,123018,3662053.34914362,104817236,0.149157159365569,1030,62,7743
1461024000,65496,0.758763033333333,1372,8.11666666666667,1332322.02769883,178678307671.688,1629131.43,43.21915871,1.37430446307334,7.15174358524112,389402,227795,123449938,224669,133556,3661654.3327378,118542250,0.142491929937298,1082,55,9076
1461110400,65610.992771,0.696925884848485,1313.81818181818,7.36666666666667,1465554.23046307,178678307671,1843768.2548202,43.21507171,1.33237633064965,8.50525073724606,371250,216780,123666718,215115,131659,4077380.51886435,138381943.029655,0.1207388702975,1197,48,8403
1461196800,65721.49313,0.731790456953642,1409.23841059603,7.8,1341204.17454499,178678307671,1721837.36239966,42.82120266,1.10047762036389,8.09153110928199,401733,212795,123879513,210717,126743,5033188.76173016,156462733.138572,0.182746572131699,1365,24,11381
1461283200,65832.30556,0.774912097902098,1475.35664335664,8.6,1270146.99973466,178678307671,1618011.29057063,42.68874359,1.09898560548135,7.66917227822419,359204,210976,124090489,208558,126755,5290883.16457524,147227705.48591,0.12749909850857,1683,90,9665
1461369600,65926.576793,0.654661340277778,1286.22222222222,7.35,1279029.14658595,178678307671,1639604.70134607,33.15097021,1.63325513345445,8.85239234918188,366327,185216,124275705,179927,114909,3426251.69739954,100388767.667804,0.081011125389115,1844,79,7170
1461456000,66022.678047,0.728039803030303,1387.53787878788,8.78333333333333,1172443.38437046,178678307671,1531303.61990486,33.26865456,1.38596705157867,8.36069787832636,376201,183155,124458860,213799,115683,2223869.59472047,110486293.174188,0.037488431147014,1932,55,8433
1461542400,66133.737654,0.874485094488189,1713.10236220472,9.68333333333333,1128032.650114,178678307671,1492839.9284148,43.29847026,0.888459741785223,6.86161280549541,407004,217564,124676424,246337,130742,2719385.88902636,168025613.115027,0.194357474464403,1872,76,9045
1461628800,66256.527787,0.813179688741722,1660.55629139073,7.75,1341204.17454499,178678307671,1924687.35343628,337.75639818,1.12996217213387,7.67590591773396,436154,250744,124927168,235851,144537,2770136.73431053,170332016.495881,0.164700701023829,1981,39,9250
1461715200,66369.447075,0.875343317829457,1856.08527131783,10.3666666666667,1145796.94381658,178678307671,1463200.88493528,46.11149971,0.873766810514917,6.11105680011394,392821,239435,125166603,243750,137027,2485051.22430106,167458968.151126,0.078612615272309,1926,44,8777
1461801600,66491.604863,0.898219029411765,1836.72592592593,10,1207843.18309189,178666121338.551,1552496.677047,49.62034503,0.904081766363931,6.26112759841183,374956,247958,125414561,257795,139845,2696032.68218156,171720826.014541,0.035262364907141,1265,27,9540
1461888000,66620.034762,0.812847462025316,1657.49367088608,7.43333333333333,1403229.58035675,178659257772,1824603.31898838,49.9195874,0.911930843750745,6.96721952844918,426515,261884,125676445,214169,145678,2522444.2024728,200081325.408826,0.199306834759157,491,164,7765
1461974400,66730.636844,0.757548506849315,1477.47945205479,7.31666666666667,1296655.18184864,178659257772,1650450.46584701,40.87923127,1.35667311466066,7.65117594685046,371890,215712,125892157,189192,119940,1899766.44961192,121654247.291532,0.165145815225641,864,70,6176
1462060800,66827.623072,0.6257176,1235.03225806452,7.55,1376585.98072972,178659257772,1766704.3203135,34.50281105,2.07052432542947,9.22898354653657,370083,191430,126083587,222310,113989,1879509.59913172,85326421.8447202,-0.005044501144759,1437,62,6593
1462147200,66945.543491,0.75108547133758,1425.3821656051,8.25,1394348.38048107,178659257772,1762341.41698698,45.13159943,1.23018877061141,7.87515435345075,391943,223785,126307372,233246,133116,2450687.78288665,143257803.931269,0.150606952624787,762,55,88391
1462233600,67063.056171,0.778229668874172,1560.32450331126,7.34166666666667,1341061.18122702,178659257772,1722607.80088364,44.86828296,1.18687683391354,7.3112988081255,374677,235609,126542981,233140,140418,2273860.03890545,145137873.759286,0.125201132077245,635,53,43326
1462320000,67182.121469,0.708722011904762,1399.35928143713,7.35,1492041.5791135,178659257772,1900230.17376053,47.17185349,0.980783120126612,8.13130976863036,394207,233693,126776674,226986,144494,2276697.82564378,193746215.117898,0.119833241525456,719,26,20101
1462406400,67292.308494,0.706327083333333,1481.16129032258,7.33333333333333,1385467.1806054,178659257772,1769132.62789858,44.25636722,1.3700439984926,7.70595273063239,374537,229580,127006254,230703,140563,2161647.02471403,129129621.373115,0.168942770494936,1066,17,25386
1462492800,67403.422557,0.685889277777778,1439.7037037037,6.51666666666667,1438754.37985945,178659257772,1887205.00671232,44.519552,1.25726125801448,8.09153549561089,375533,233232,127239486,200750,138531,2321255.50011312,150104442.865971,0.168842793009556,1748,63,17048
1462579200,67500.40094,0.646522553333333,1347.08,7.93333333333333,1332179.98135134,178659257772,1738667.63200267,37.61683514,1.7117558226247,8.60462448160795,337042,202062,127441548,183927,124090,1893689.3601491,101572175.717019,0.120402681278431,1782,74,11166
1462665600,67595.699639,0.584654595092025,1138.41717791411,6.86666666666667,1447635.57973513,178659257772,1881265.30804062,34.18113678,2.5960410616212,10.1382034470453,349946,185562,127627110,224909,114468,1603646.25087113,72466700.7718972,0.126565614634194,1865,55,11207
1462752000,67706.054529,0.637889537572254,1324.27485380117,7,1536447.57849188,178659257772,2015490.71892366,40.4654474,1.45671026770074,8.90033922978332,405580,226451,127853561,242168,133444,2062357.44784442,138359065.876902,0.121345797371254,1798,36,13087
1462838400,67820.906148,0.726908981012658,1555.19620253165,7.83333333333333,1403229.58035675,178659257772,1799145.835794,48.10185732,1.1730431122932,7.32190507036029,405856,245721,128099282,232247,144892,2211911.67398541,153374229.552127,0.101974601963832,1706,36,12193
1462924800,67929.037246,0.81301577443609,1762.4962406015,9.48333333333333,1284309.11258538,190502504490.88,1525359.4732149,45.88566709,1.06667253256877,6.50717315331509,383199,234412,128333694,226826,135661,2510174.68513659,143001664.207244,0.090339444987726,1687,25,10845
1463011200,68037.456408,0.779993971223022,1643.23021582734,8.28333333333333,1342247.86954412,194254820283,1601340.81170572,46.75238994,1.01291010455271,7.01084813516857,377121,228409,128562103,229246,135621,2295414.38032214,158093082.940747,0.048980186259483,1646,23,11455
1463097600,68153.385881,0.762693901315789,1527.27631578947,7.96666666666667,1467781.84295472,194254820283,1757652.48645628,47.58216903,1.26141151871673,7.57132359143076,378733,232146,128794249,208305,136251,2577781.01106013,139340132.88894,0.062238842432246,1728,57,9489
1463184000,68270.363263,0.812342930555556,1467.22222222222,9.81666666666667,1390530.16700974,194254820283,1662212.65022459,48.00318276,1.60559436658717,7.86734499349013,369111,211280,129005529,196313,127125,1910552.81003982,103526313.047409,-0.025716527597687,1784,40,12031
1463270400,68378.46314,0.777696956834532,1440.07913669065,8.58333333333333,1342247.86954412,194254820283,1609202.06235455,45.61359577,1.65465846813314,8.03913684976621,353892,200171,129205700,237057,121299,2042797.05916131,97252822.4613097,0.082793842781672,1833,35,11799
1463356800,68506.316804,0.906763574468085,1700.77304964539,10.9,1361560.78853037,194254820283,1630979.37464269,60.51568467,1.17758744990084,6.80115998416527,424856,239809,129445509,236230,143886,2688738.83398478,138501762.631729,0.070541343043417,1864,47,11516
1463443200,68628.695321,0.867932744680851,1692.3829787234,7.78333333333333,1361560.78853037,194254820283,1622904.53679181,58.4408726,1.12435872001279,6.80103818021428,393224,238626,129684135,231143,145386,2703819.91509472,144340458.957205,0.168964493987875,1868,39,8974
1463529600,68763.342408,0.874331733766234,1536.49673202614,9.96666666666667,1487094.76194097,194254820283,1770178.4302956,58.26811656,1.13308370261242,7.52998260322099,412831,235084,129919219,217458,139335,2250217.34378066,156226625.289403,0.074596979681418,2021,36,9947
1463616000,68878.998516,0.955835603305785,1826.21666666667,11.6166666666667,1168431.5986679,194254820283,1361086.73280822,54.98968957,0.844816910611253,6.21086733414353,372460,219146,130138365,207801,134894,2544456.4269492,161110261.372896,0.13635386198464,1750,37,12168
1463702400,68995.465601,0.781658288590604,1405.34228187919,8.01666666666667,1438812.46447535,194254820283,1666418.67318884,51.58622819,1.07324372615886,7.95821636129075,354677,209396,130347761,187757,126315,2134599.69177595,155269360.777254,0.169605281732566,1611,45,8393
1463788800,69121.138542,0.891297453900709,1357.87943262411,8.56666666666667,1361560.78853037,194254820283,1589937.02795314,56.82664163,1.56048763437271,8.30423442869901,354128,191461,130539222,181887,117056,1578456.14886437,101887191.7298,0.164602747253596,1645,61,6660
1463875200,69232.197591,0.603581788043478,1001.89130434783,6.75,1776788.54673466,194254820283,2033724.97348038,43.20770201,2.39732852190437,11.0319882693622,338084,184348,130723570,218961,111058,1512379.66885889,84832969.486587,0.110596697671586,1704,43,7085
1463961600,69348.808337,0.64425826519337,1237.52777777778,7.55,1747819.1682553,194254820283,2025077.24075889,54.73645083,1.59269461293435,9.09105178675624,414216,222755,130946325,243404,129882,2136337.68814876,127147867.790418,0.175497502684472,1695,46,8706
1464048000,69473.753543,0.849967387755102,1676.98639455782,8.18333333333333,1456454.92275853,194770865920.551,1663136.18974343,59.53134626,1.12665688329127,6.74653751969815,406728,246517,131192842,241338,146253,2514701.15828523,147616919.969899,0.063828590496344,1702,68,8943
1464134400,69594.886047,0.871456863309352,1795.97101449275,9.9,1377192.06981929,199312067531,1583655.90402392,59.87623565,0.921762205721047,6.38972863585125,397464,247844,131440686,214342,150215,3341064.53142469,171807424.322101,0.068888656103552,1820,52,8226
1464220800,69707.648563,0.823084058394161,1630.31851851852,9.85,1357376.35658448,199312067531,1575322.67973474,55.65651605,0.944828566451722,7.15753195119672,364137,220093,131660779,208481,132895,3584296.38192588,166731059.54563,0.121977169004392,1863,48,8012
1464307200,69839.438719,0.948130618705036,1548.89208633094,11.0166666666667,1377192.06981929,199312067531,1667597.59254395,70.89209327,0.495674300964834,7.74560415680713,407566,215296,131876075,187607,131821,4124114.20189379,336430109.307252,0.049952674764859,1727,66,7843
1464393600,69954.266231,0.863364751879699,1451.53383458647,9.11666666666667,1317744.93011486,199312067531,1764424.6814117,52.34180926,0.678784019364895,9.13953961799135,377266,193054,132069129,174843,120803,3665525.35247352,259939042.62251,0.180723571881846,1788,74,7516
1464480000,70054.237741,0.680078299319728,1215.93197278912,7.76666666666667,1456454.92275853,199312067531,1906764.23664556,47.98546674,0.9202676446845,10.667689947777,354651,178742,132247871,208537,109694,2740859.08647322,207196704.965028,0.119046051942765,1932,72,7165
1464566400,70183.64685,0.892476613793103,1467.84027777778,9.46666666666667,1436639.20952372,199312067531,1934163.2226771,57.85196125,0.832608340226519,9.15064755322254,403738,211369,132459240,213708,130472,2248431.58458386,232301687.267616,0.127756277859021,1835,48,12745
1464652800,70293.758388,0.867019984251968,1694.87401574803,9.51666666666667,1258297.79041043,199312067531,1714201.23967368,52.33924442,0.778997443803371,7.96380582336588,392767,215249,132674489,232484,136385,2561419.97723386,220052229.093883,0.084480565338163,1639,68,13783
1464739200,70414.778065,0.840414423611111,1639.05594405594,10.85,1426731.35290631,199312067531,1972575.77046476,56.18497783,1.01626772640069,8.41596420617684,405301,234385,132908874,229527,147669,2351992.37610488,194100011.170385,0.128163669373799,1510,37,10917
1464825600,70528.881764,0.826838398550725,1674.63043478261,9.86666666666667,1367284.21320188,199312067531,1894573.92114143,58.53519721,0.997870240291603,8.19810523256885,392655,231099,133139973,233191,140594,2342608.49726503,189861752.023769,0.033758327576499,1867,34,9668
1464912000,70647.105063,0.832558443661972,1652.5985915493,9.63333333333333,1406915.6396715,199312067531,2047467.65164072,54.69656979,1.26055623406526,8.72491744389212,402066,234669,133374642,194724,139490,1938990.17388676,162425728.921089,0.143692130529056,2127,59,9507
1464998400,70747.131228,0.840556008403361,1652.64705882353,10.6166666666667,1179034.93747119,199312067531,1733523.11579335,46.44371282,1.29108865536487,8.81459901758496,368869,196665,133571307,185874,119944,1493595.27664076,134268325.307486,0.098848879691783,2018,72,7824
1465084800,70852.037756,0.613488467836257,1120.75294117647,6.53333333333333,1694243.48157625,199312067531,2479401.39009593,44.3641164,1.77168966371409,13.0133176755959,368586,190528,133761835,218423,119034,1835595.21508521,139945580.813416,0.07827440373662,2179,66,11299
1465171200,70971.965463,0.7054571,1301.00588235294,6.51666666666667,1684335.62495884,199312067531,2514600.57566067,52.13956486,1.41141809596777,11.3694859437298,414350,221171,133983006,245115,134016,1964198.1842534,178161282.106595,0.083956070437878,2098,26,10305
1465257600,71085.949397,0.80270376056338,1775.54285714286,9.93333333333333,1406915.6396715,199312067531,2169535.06169514,56.5104784,1.04442308527706,8.72785410375553,424994,248576,134231582,227022,141572,2321510.89889659,207725690.122946,0.148775184636872,1990,57,9828
1465344000,71201.471961,0.802240027777778,1596.75694444444,7.91666666666667,1403462.33970866,196422606560.333,2112419.15446978,50.40981971,1.18075503189899,9.18710735070556,401953,229933,134461515,232571,136723,2004179.70546409,178904099.275563,0.188549147430593,1985,30,9526
1465430400,71320.374441,0.720621090909091,1432.44242424242,7.08333333333333,1608133.93091617,196061423939,2410788.56682063,53.21550949,1.13764253214917,10.199949088104,426447,236353,134697868,225233,138846,2095207.93460922,211910903.354352,0.137284779639314,1742,74,9328
1465516800,71438.836407,0.822652541666667,1585.88194444444,8.68333333333333,1403462.33970866,196061423939,2116658.57486534,52.81223012,0.954288736531669,9.26867093260119,407301,228367,134926235,213159,134850,2301811.95545437,221804836.821009,0.116987756893733,1293,82,8527
1465603200,71547.431252,0.696120801282051,1366.40384615385,7.61,1520417.53468438,196061423939,2364669.10433963,46.24529278,1.43785453674297,11.0934518567812,374995,213159,135139394,210711,125845,1894576.3445866,164458159.286132,0.095464920571247,1748,56,7960
1465689600,71668.618192,0.830047534246575,1443.22602739726,8.25,1422954.87220461,196061423939,2467036.73097027,52.42482099,0.825261132814154,11.7081534944558,411623,210711,135350105,250025,131022,2831538.69084227,298940133.356048,0.083195784871116,2011,57,8817
1465776000,71816.030235,0.915602751552795,1561.2049689441,9.7,1569148.86592427,196061423939.25,2830943.5,38.86224972,1.47597592578933,11.3715193500723,451922,251354,135601459,244898,153912,2757346.67011431,193653353.335658,0.14206300421756,1654,90,12454
1465862400,71943.1165170001,0.955535954887218,1861.89473684211,12.92,1296253.41098092,196061423939,2277298.23,69.86384675,0.931735055137865,9.3838855820811,420352,247632,135849091,259223,155918,2362492.05777511,249400335.604854,0.065128696441215,1566,69,10859
1465948800,72084.519663,0.918202246753247,1704.61038961039,14.13,1500925.00218843,196061423939,2681772.1,84.56662361,1.17105889183243,10.421333181197,445830,262510,136111601,264818,161206,2323706.83883406,233609444.621124,0.049172220039188,1953,62,10005
1466035200,72227.217517,0.957703718120806,1797.78523489933,9.66,1452193.67094854,196061423939,2863856.7,82.29665972,0.673816568616808,10.9127722491,471278,267870,136379471,250957,159839,2796295.7202941,433827904.880269,0.070123521022655,1695,34,10618
1466121600,72365.899824,0.930753738255034,1703.03355704698,9.3,1452193.67094854,196061423939,2779037.6,78.90209509,0.911364263543154,11.1747644029795,453509,253752,136633223,234224,151699,2774465.08796198,311140005.178683,0.154319637101542,1147,49,10851
1466208000,72503.998944,0.868547924528302,1486.10691823899,7.75,1549656.33342831,196061423939,3016479.9,70.82066566,1.47632563402272,12.9803363083522,423334,236291,136869514,215883,142049,2345533.81650886,207754751.116761,0.101523342718637,1081,79,8859
1466294400,72631.988983,0.723107564971751,1233.32203389831,6,1725089.1258919,196061423939,3392968.32,63.14349102,2.22583171507611,15.7503823470696,414283,218298,137087812,247342,123417,2011496.98884978,154471559.656209,0.120050056442114,1197,71,9315
1466380800,72759.95699,0.780292725609756,1520.32926829268,8.6,1598387.6646682,196061423939,3057429,76.7711358,1.42892089576517,12.4615978884613,465928,249334,137337146,245266,144369,2647568.48398107,217443810.719684,0.088486682561465,1235,67,11896
1466467200,72896.278581,0.914910006711409,1665.53020134228,9.56666666666667,1551383.97529172,206307449112.047,2506373.5,76.28917579,0.813262904547594,10.2926945957999,468641,248164,137585310,232368,147905,2849547.25253714,314077556.887093,0.11800066663524,1187,66,11977
1466553600,73018.266632,0.94564380620155,1826.67441860465,12.6333333333333,1343144.51552102,209453158595,1909240,78.85018659,0.677237287705426,8.27220903869912,422909,235641,137820951,237794,139234,2712263.67560064,287826976.670541,0.105022736916792,1274,48,9837
1466640000,73147.038052,0.919795857142857,1723.57142857143,9.78333333333333,1457676.2183949,209453158595,2193393.95,75.30395381,0.73395331247684,9.27223150126299,431633,241300,138062251,235758,146675,3159340.64339527,304840842.49233,0.060130555790325,1706,29,9912
1466726400,73269.641307,0.943101961538462,1837.6,11.25,1353556.48850955,209453158595,2149986.78,74.41897823,0.999870025114056,9.18345554370148,437104,238888,138301139,208260,147618,2799621.35999449,219410250.614674,0.092988455285143,1866,50,19135
1466812800,73402.016245,0.797439385542168,1271.07228915663,7.78333333333333,1728387.51609681,209453158595,2760622.55,62.41393404,1.80176208426975,13.2772153614409,409197,210998,138512137,181319,129061,2173917.10954595,155484784.106151,0.159211122042898,1692,61,12669
1466899200,73514.290146,0.763768034013605,1250.03401360544,7.05,1530560.02931465,209453158595,2297205.75,55.03999378,1.44071866698453,12.688692551016,388840,183755,138695892,214892,116208,1821174.88604755,161836641.194639,0.07815264088434,1771,59,8292
1466985600,73628.539644,0.777207469387755,1476.38775510204,8.91666666666667,1530560.02931465,209453158595,2386530.51,61.78464957,1.17919905278832,11.1690826310289,379861,217029,138912921,210637,138747,2170091.79897419,205564516.745308,0.167778829066803,1652,89,11629
1467072000,73742.015513,0.761583013422819,1429.91946308725,8.7,1551383.97529172,209453158595,2418860.27,58.50652455,1.19929606882497,11.5251883031766,428929,213058,139125979,220971,139973,1867643.40658525,204747904.485675,0.146032139381304,1619,42,10003
1467158400,73853.64116,0.764559226027397,1535.01369863014,9.88333333333333,1520148.05632611,209453158595,2340735.1,61.68595835,1.19084337273378,10.6064731984298,371774,224112,139350091,229114,146439,1988551.27082552,199609619.188594,0.128943667077994,1617,42,10158
1467244800,73973.267732,0.79751048,1546.4,9.43333333333333,1561795.94828025,209453158595,2538866.97,62.5040288,1.12907250822732,11.1188172548841,402792,231960,139582051,206976,149791,2084880.76119618,228428274.681156,0.061596058528828,1586,33,9599
1467331200,74091.291979,0.751746796178344,1340.1847133758,8.16666666666667,1634679.7592,209453158595,2649743.25,58.85158307,1.37245645202778,12.7756125245426,375377,210409,139792460,194563,142450,2071603.87074733,195860775.888725,0.078617339473444,1907,47,8764
1467417600,74194.819736,0.694817161073826,1334.73154362416,8.1,1551383.97529172,209453158595,2625265.08,52.92652832,1.56707915535103,13.3845454346887,344995,198875,139991335,172215,127541,2151502.29902411,169860690.459343,0.189046752269668,1947,42,7717
1467504000,74289.475653,0.614648811688312,1150.17532467532,8.25,1603443.84023439,209453158595,2541313.41,45.47185343,1.68688253114655,14.5130941685739,352911,177127,140168462,211618,116885,1737085.84009891,152391217.724554,0.125008936573667,1891,44,8615
1467590400,74401.113954,0.739326496688742,1416.55629139073,7.63333333333333,1601825.83564846,209557682217.146,2555599.5,55.14588726,1.58921485589218,12.1221699988652,403350,213900,140382362,211423,137095,2599568.95010456,163158062.180435,0.167792989452793,1918,56,9364
1467676800,74515.542073,0.78915944137931,1482.47586206897,8.51666666666667,1538177.1269472,213398925331,2420500.04,55.87364447,1.25520728564129,11.4306932607125,383808,214959,140597321,212915,139230,2054743.90302967,195754949.858671,0.113152058708847,1884,26,9447
1467763200,74627.198793,0.797548,1533.50714285714,9.56666666666667,1485136.53636281,213398925331,2367306.18,55.67845334,1.30952010338587,11.1987864259771,373956,214691,140812012,214306,141200,2039637.04309725,183599980.661846,0.097883808676676,2044,43,9129
1467849600,74740.678598,0.822317427536232,1571.10144927536,8.75,1463920.30012906,213398925331,2195264.88,56.79864603,1.05674186281139,10.285932194511,364414,216812,141028824,208475,137602,2848551.12251526,211036735.596265,0.101614826994041,1985,20,9574
1467936000,74853.756118,0.779844965517242,1453.11034482759,9.2,1538177.1269472,213398925331,2401373.2,57.25884524,1.26673213203797,11.5675157197372,363919,210701,141239525,182331,138869,2290691.94190389,192407460.74256,0.02459644578765,1556,30,8771
1468022400,74951.806042,0.658053181208054,1244.3288590604,7.68333333333333,1580609.5994147,213398925331,2036093.75,47.40040469,1.46500155656017,11.148445207388,355380,185405,141424930,159319,121097,1891222.92486778,141090463.311796,0.116450425920922,1289,36,8843
1468108800,75043.192977,0.585813685897436,1042.35897435897,6.8,1654866.42623285,213398925331,1267110,38.56114004,1.25675890037405,7.94651572369128,325550,162608,141587538,215257,112170,1522989.68799839,102817416.165774,0.087236786396637,1200,48,10305
1468195200,75156.632974,0.793286692307692,1525.0979020979,7.96666666666667,1516960.89071344,213398925331,1162507.115,57.33521701,0.718976763531675,5.49832610862689,395742,218089,141805627,216859,135910,2224457.95194936,166782085.809579,0.106679434012041,1141,50,10443
1468281600,75267.576074,0.775825874125874,1531.70629370629,9.26666666666667,1516960.89071344,213398925331,1213263.105,51.17140866,0.643601346669196,5.69135763560631,379937,219034,142024661,215689,142783,2314128.38521403,193691457.422965,0.129741261258719,1105,41,10146
1468368000,75374.00218,0.818662353846154,1677.63846153846,10.7333333333333,1379055.35519404,213398925331,1070321.95,53.55856344,0.587796482891151,5.06315998660665,367252,218093,142242754,218539,139396,2266429.11054586,187860897.963809,0.067324331273521,1037,24,10027
1468454400,75487.581772,0.799856281690141,1553.90845070423,9.23333333333333,1506352.77259656,213398925331,1175290.03,58.38309851,0.736351438247954,5.49537172293186,367953,220655,142463409,212927,140185,2136183.92948822,164674255.326872,0.080804253628108,989,26,9109
1468540800,75594.261104,0.790217274074074,1600.6,8.98333333333333,1432095.94577842,213398925331,1127082.345,55.22548963,0.620036295068709,5.38034163756679,367739,216081,142679490,178573,136458,3349411.14443499,187503475.301916,0.058538736241939,1797,27,8596
1468627200,75702.352224,0.68847847133758,1160.45859872611,7.76666666666667,1665474.54434972,213398925331,1302095.025,50.67563958,1.02840012912877,7.32764021135657,356533,182192,142861682,165887,120488,1965918.49664543,129816925.10273,0.158380014512538,1935,43,7157
1468713600,75808.0463,0.709356214765101,1147.73825503356,7.26666666666667,1580609.5994147,213398925331,1266649,47.87291321,0.804062985292002,7.59712074997724,330330,171013,143032695,222808,110583,2055306.59991924,161580178.988595,0.091328390804991,1979,88,8148
1468800000,75930.270665,0.820297751677852,1515.61744966443,7.95,1581302.69929601,213402065457.711,1260663.03,59.6941179,0.661906912679041,5.7551680307355,384160,225827,143258522,219576,132359,2274871.73533598,196352735.706677,0.07834855861096,1956,42,8920
1468886400,76040.451695,0.860789296875,1735.515625,9.8,1358434.53362342,213492501107,1084448.36,61.86165427,0.472402502984666,5.05779102858212,373620,222146,143480668,224494,139404,2539145.56392858,237841255.864784,0.096176811004151,1864,50,8270
1468972800,76160.269335,0.798784266666667,1516.19333333333,8.71666666666667,1591915.46908995,213492501107,1253687.59,64.19434833,0.772402317318837,5.68902761366958,378815,227429,143708097,215360,151782,2456917.48286132,167509836.795994,0.128060916956901,1840,33,8357
1469059200,76267.902595,0.809272631578947,1636.13533834587,9.78333333333333,1411498.38259309,213492501107,1108239.165,60.4162541,0.82300140625336,5.26528008482781,364285,217606,143925703,218874,145861,2207379.88049399,139216838.44442,0.106986108249058,1793,50,8658
1469145600,76379.357192,0.863989124031008,1716.31007751938,10.5166666666667,1369047.30341735,213492501107,1049710.545,65.19185579,0.670228112336636,4.91454809718759,368179,221404,144147107,193971,147417,2421306.20175058,162347801.723244,0.112704055767985,1126,34,9800
1469232000,76487.602759,0.826302038167939,1494.62595419847,9.8,1390272.84300522,213492501107,1073869.3,60.03161359,0.968568895673211,5.67184815629828,332946,195796,144342903,184338,136013,1834612.75600814,114656292.037821,0.085781102046854,1101,75,6549
1469318400,76587.732895,0.794683619047619,1480.3253968254,9.98333333333333,1337208.99403555,213492501107,1044634.82,51.47913981,0.824094163128471,5.76903442140831,352244,186521,144529424,237540,126966,1865551.59317213,130573193.872719,0.085058059355664,1130,33,7274
1469404800,76707.940303,0.910662181818182,1822.2196969697,9.91666666666667,1400885.61279915,213492501107,1083868.56,69.86744182,0.826729036477015,4.67990021887063,394635,240533,144769957,234239,151664,1930722.47892412,136159538.334651,0.036012492152884,1228,31,9280
1469491200,76827.013297,0.923046465116279,1842.42635658915,10.65,1369047.30341735,213492501107,1058492,70.79427446,0.620232981796638,4.63471985966695,403997,237673,145007630,232995,157177,2310580.41755708,177602256.819003,0.172848118958788,1312,50,10095
1469577600,76945.00209,0.9217874453125,1840.6484375,11.6333333333333,1358434.53362342,213492501107,1056015.1,74.91411699,0.64707178003897,4.66289868327191,372678,235603,145243233,234472,152837,2515469.55689173,169779142.340089,-0.013354585196268,1184,50,10107
1469664000,77065.033379,0.876140795620438,1729.53284671533,10.3,1453949.46176882,213492501107,1126800.225,72.36223857,0.691310938037754,4.94203138630161,393901,236946,145480179,229402,152996,2487467.29412766,169387536.696934,0.084680672368835,1136,36,9118
1469750400,77185.922058,0.822371965986394,1574.24489795918,10.3666666666667,1560077.15970815,213492501107,1216861.965,72.26700639,0.83964580334497,5.43854544185345,358940,231414,145711593,197597,145297,2139879.12046977,149891245.79284,0.129476886487291,853,42,8102
1469836800,77289.471154,0.870160470588235,1676.33613445378,11.4166666666667,1262919.60547802,213492501107,979638.83,65.72047583,0.99156994356104,5.09699618960836,364415,199484,145911077,190326,127772,1878531.69123546,102541348.140939,0.083014709013772,845,57,7619
1469923200,77411.835232,0.794571935064935,1248.4025974026,7.88333333333333,1634366.54826568,213492501107,1205755.02,72.5596168,0.853266752527725,6.48785552405805,344751,192254,146103331,223007,127228,1858564.33696221,146181270.069084,0.098940178018572,923,114,68433
